PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Rahman, I. U.; Hart, R.; Afzal, A.; Iqbal, Z.; Ijaz, F.; Abd Allah, E. F.; Ali, N.; Khan, S. M.; Alqarawi, A. A.; Alsubeie, M. S.; Bussmann, R. W.								A NEW ETHNOBIOLOGICAL SIMILARITY INDEX FOR THE EVALUATION OF NOVEL USE REPORTS								APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH				17	2			2765	2777		10.15666/aeer/1702_27652777			2019	2019	Similarity Indices are widely applied in the field of ecology to measure species diversity as well as to map patterns of conservation and monitor threats to biodiversity. Among the known, Jaccard's and Sorensen's indices are the most frequently employed similarity Indices. Here, we propose a new and efficient statistical approach in the field of ethnobiology and validate its efficacy by comparing the results with predefined similarity Indices used in previous studies. The core objective was to propose a new index for quantitative ethnobiological analyses and to find out solutions for sorting the plants having similar ethnobiological uses in allied, aligned, national and global regions; as the pre-existing indices like Jaccard's and Sorensen's indices provides best estimates in the field of ecology but not in ethnobiological studies. In comparative ethnobiological studies, ethnobiologists use conventional ecological tools for evaluation of similarities and dissimilarities. Our proposed similarity index is based on the quantification of similar uses of common medicinal plants via comparing present study with previously published reports from various areas where, the author(s) have used the Sorensen's index and/or Jaccard's index. To assess the significance and validity of this newly developed index, similarities and differences in ethnomedicinal studies on medicinal plants in different regions were evaluated. Data regarding medicinal plants usage here was compared with 20 previously published studies and then analyzed through preexisting indices as well as Rahman's index to examine the novelty in the study. Our preliminary results revealed noteworthy coherence with the existing similarity indices, albeit, the new index was more efficient than the previous. Our comparison revealed, that as far as common vegetation and floral levels are concerned, the existing ecological coefficients of similarity are efficient and precise; but for similarities in the field of medicinal plant studies certain constraints are overcome by the proposed similarity index. Inferences derived from Rahman's similarity index (RSI) are as reliable as the previously known and well-established similarity indices. Further, RSI specifically targets the ethnobiological similarities, a limitation in Jaccard's and Sorensen's indices. Thus, RSI would be a useful tool/index in the assessment of rigorous quantitative ethnobiological data.		[Rahman, I. U.; Afzal, A.; Iqbal, Z.; Ijaz, F.; Ali, N.] Hazara Univ, Dept Bot, Mansehra 21300, KP, Pakistan; [Rahman, I. U.; Hart, R.] Missouri Bot Garden, William Brown Ctr, POB 299, St Louis, MO 63166 USA; [Abd Allah, E. F.; Alqarawi, A. A.] King Saud Univ, Coll Food & Agr Sci, Dept Plant Prod, POB 2460, Riyadh 11451, Saudi Arabia; [Khan, S. M.] Quaid I Azam Univ, Dept Plant Sci, Islamabad, Pakistan; [Alsubeie, M. S.] Al Imam Mohammad Ibn Saud Islamic Univ, Coll Sci, Biol Dept, Riyadh 11451, Saudi Arabia; [Bussmann, R. W.] Ilia State Univ, Inst Bot, Dept Ethnobot, 1 Bot St, GE-0105 Tbilisi, Georgia; [Afzal, A.] Hazara Univ, Dept Bot, Mansehra 21300, KP, Pakistan; [Khan, S. M.] Quaid I Azam Univ, Dept Plant Sci, Islamabad, Pakistan								17							Ecology; Environmental Sciences	WOS:000462830400087		
J	Scudeller, Veridiana Vizoni; Vegas-Vilarrubia, Teresa								Distribution and β-diversity of tree species in igapo forests (Negro River basin, Brazilian Amazon)								JOURNAL OF VEGETATION SCIENCE				29	6			1052	1064		10.1111/jvs.12680			NOV 2018	2018	Questions How are the tree species of the periodically flooded black water forest distributed along the Negro River basin (igapo)? Can we classify the tree communities into similarity groups? Are oligarchic species present? Methods We analysed available data on tree species composition in vegetation plots located in the Negro River basin (igapo forests) in Brazil and built a similarity matrix based on Sorensen's similarity index. We applied principal coordinates analysis, established community groups (a posteriori) and applied both multi-response permutation procedures and indicator species analysis. Results Among 19 surveys conducted in igapo forests, at least 604 woody taxa were recognized, and 384 taxa were identified to species level. Igapo tree species were not as frequent or abundant as were other tree species of the Amazon upland forest, although they were widely distributed in other forest types. The Sorensen similarity index was low (S-s = 0.16). Generally, the highest similarity values were recorded between surveys that were spatially close. The multivariate analyses suggested the existence of a strong vegetation gradient along the Negro River. The two groups established a posteriori showed 25 species with an indicator value (IV) >50%, and 68 species presented IndValues in both groups. Conclusions Our results show a strong turnover of tree species replacement along the course of the Negro River, with 57.5% of species restricted to one survey of occurrence. This trend is particularly notable from the point at which the Branco River strongly discharges into the Negro River. No species show high values for range distribution or local abundance, although four were considered moderately frequent. The upper parts of the main rivers have indicator species that are less frequent downstream.		[Scudeller, Veridiana Vizoni] Univ Fed Amazonas, Inst Ciencias Biol, Dept Biol, Manaus, Amazonas, Brazil; [Vegas-Vilarrubia, Teresa] Univ Barcelona, Fac Biol, Dept Evolutionary Biol Ecol & Environm Sci, Barcelona, Spain; [Scudeller, Veridiana Vizoni] Univ Fed Amazonas, Inst Ciencias Biol, Dept Biol, Manaus, Amazonas, Brazil								5							Plant Sciences; Ecology; Forestry	WOS:000454200200010		
J	Aguilar-Luna, Jesus Mao E.; Manuel Loeza-Corte, Juan; Garcia-Villanueva, Eduardo; Hernandez-Fernandez, Luis A.								Arboreal vegetation structure and diversity in the gallery forest of the Xaltatempa river, Puebla, Mexico								MADERA Y BOSQUES				24	3					UNSP e2431616	10.21829/myb.2018.2431616			FAL 2018	2018	Gallery forests are plant formations that develop parallel to rivers. They possess a great plant diversity; whose arboreal species are indicative of water quality. Here are described the variables of the arboreal plant life and their relationship with the water quality of the Xaltatempa river, Puebla, Mexico. To do this, six sampling units were established, each 1000 m(2), separated by 2 km, where all the trees and shrubs were measured and identified in order to generate information regarding: importance value index (IVI), forestry value index (FVI), Shannon-Weaver heterogeneity index (H'), and Sorensen's similarity index (SSI). Additionally, river water samples were taken to determine its main chemical characteristics. The results indicated a statistical difference between sites (alpha <= 0.05), where the most important species, given its dominance, density, and frequency, was Platanus mexicana (IVI=182.71); it was also the most important for its diameter, height, and cover (FVI=300.00). Specific richness (H'=0.54) was found in only six species: Alnus acuminata, Ligustrum japonicum, Parathesis serrulata, Pinus patula, Platanus mexicana, and Quercus rugosa. With regard to SSI, the paired combination of sites 4 (1586 m asl) and 5 (1536 m asl) matched the following species: Alnus acuminata, Ligustrum japonicum, and Platanus mexicana (SSI=1.00). The structure (fragmented) and diversity (very low) of the arboreal plat life of the gallery forest evidence the changes in its composition, without any negative effects on water quality for its exploitation.		[Aguilar-Luna, Jesus Mao E.; Hernandez-Fernandez, Luis A.] Benemerita Univ Autonoma Puebla, Complejo Reg Norte Sede Tetela, Puebla, Mexico; [Manuel Loeza-Corte, Juan] Univ Canada, Ingn Agroind, Oaxaca, Mexico; [Garcia-Villanueva, Eduardo] Colegio Postgrad, Texcoco, Estado De Mexic, Mexico; [Aguilar-Luna, Jesus Mao E.] Benemerita Univ Autonoma Puebla, Complejo Reg Norte Sede Tetela, Puebla, Mexico								4							Forestry	WOS:000456795900011		
J	Sudeep, Chandra; Ankit, Singh; Singh, C. P.; Nautiyal, M. C.; Rawat, L. S.								Vascular plants distribution in relation to topography and environmental variables in alpine zone of Kedarnath Wild Life Sanctuary, West Himalaya								JOURNAL OF MOUNTAIN SCIENCE				15	9			1936	1949		10.1007/s11629-017-4738-8			SEP 2018	2018	The present study was carried out in Tungnath alpine meadows of Kedarnath Wild Life Sanctuary, Western Himalaya from subalpine to upper alpine zone. A total of four summits were selected along an altitudinal gradient and sampled for detailed vegetation analysis using multi summit approach as per Global observation research initiative in alpine environments (GLORIA). Species richness, diversity, and evenness among four summits as well as the interaction between environmental variables with plant communities were assessed. Monthly mean soil temperature was calculated using data retrieved from geo-precision temperature logger in order to identify the trend of soil temperature among different season and altitudinal gradient and its implications to plant communities. Soil samples were analyzed from each summit by collecting randomized composite soil samples. The indirect non-metric multidimensional scaling (NMDS) and direct canonical correspondence analysis (CCA) tools of ordination techniques to determine the linkage between plant species from various sample summits and biotic/abiotic environmental gradients were used in the present study. The results of the study demonstrated increase in species richness as soil temperature increases, the ecotone representing summits were found most warm summits followed by highest species richness. Annual soil temperature increased by 1.43 degrees C at timberline ecotone. Whereas, at upper alpine zone the soil temperature increased by 0.810C from year 2015 to 2016. SOrensen's similarity index was found to be increased between subalpine and upper alpine zone with increase in the presence of subalpine plant species at upper alpine zone. Both the ordination tools separate the subalpine summit and their respective vegetation from summits representing timberline ecotone and upper alpine zone. Soil pH, altitude, soil cation exchange capacity were found as the key abiotic drivers for distribution of plant species.		[Sudeep, Chandra; Ankit, Singh; Nautiyal, M. C.] HNB Garhwal Univ, HAPPRC, Srinagar 246174, Uttarakhand, India; [Singh, C. P.] Indian Space Res Org Ahmedabad, Ctr Space Applicat, Ahmadabad 380015, Gujarat, India; [Rawat, L. S.] Govind Ballabh Pant Natl Inst Himalayan Environm, Garhwal Unit, Srinagar 246174, Uttarakhand, India; [Sudeep, Chandra] HNB Garhwal Univ, HAPPRC, Srinagar 246174, Uttarakhand, India								9							Environmental Sciences	WOS:000443996500007		
J	Merder, Julian; Freund, Jan A.; Meysick, Lukas; Simkanin, Christina; O'Riordan, Ruth M.; Power, Anne Marie								East-west spatial groupings in intertidal communities, environmental drivers and key species								JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM				98	2			423	435		10.1017/S0025315416001442			MAR 2018	2018	The rocky intertidal communities of Ireland contain a mix of cold- and warm-adapted species, however the spatial distribution of these communities has not been investigated in a systematic way. Based on a benthic community dataset collected in 2003 at 63 sites, several statistical analyses were combined with the aims of (i) detecting groups of similar communities and their spatial arrangement, (ii) relating these groups to environmental factors and (iii) identifying the species that drive the different community groups. SOrensen's index suggested two marine community groups, one of the east and south-east (termed 'east') and the other in the west, south-west and north (termed 'west'). A second partition based on combined wave exposure and sea surface chlorophyll comprised four groups, as did a further partition based on combined sea surface and air temperatures. The spatial arrangement of wave height plus chlorophyll conditions agreed reasonably well with the binary marine community partition, but the temperature partition did not. The east' community appeared to be associated with low wave height and chlorophyll conditions. The species that were most influential to the 'east' community were Balanus crenatus, Austrominius modestus and Fucus vesiculosus. The 'west' sites were associated with high wave height/low chlorophyll (with some variation in this due to local shelter) and the species Paracentrotus lividus, Chthamalus stellatus, Alaria esculenta and Himanthalia elongata. A longitudinal pattern rather than one associated with latitude was evident in this marine community and local drivers rather than temperature clines appeared most important for the dominant community patterns.		[Merder, Julian; Freund, Jan A.; Meysick, Lukas] Carl von Ossietzky Univ Oldenburg, Inst Chem & Biol Marine Environm, Oldenburg, Niedersachsen, Germany; [Simkanin, Christina] Smithsonian Environm Res Ctr, POB 28, Edgewater, MD 21037 USA; [O'Riordan, Ruth M.] Univ Coll Cork, Sch Biol Earth & Environm Sci, Distillery Fields, Cork, Ireland; [Power, Anne Marie] Natl Univ Ireland Galway, Martin Ryan Inst, Galway, Ireland; [Power, Anne Marie] Natl Univ Ireland Galway, Martin Ryan Inst, Galway, Ireland								3							Marine & Freshwater Biology	WOS:000426876800019		
J	Karuniyanti, Diah Eres Dwi; Santosa, Yanto; Sugiharti, Windi								Bird Species Diversity in Various Land Covers in Oil Palm Plantation of PT GSIP, Central Kalimantan								AIP Conference Proceedings				2019						040007	10.1063/1.5061877			2018	2018	The diversity of birds is strongly influenced by the type of land cover. Oil palm plantations have been confirmed to change the type of land cover from what were once secondary forest, shrubs, and/or open land into palm trees with various age classes. Therefore, it is very interesting to examine the variations of bird species diversity under the different types of land cover. This research was conducted using a transect method (length 1 km and width 100 m) over various types of land cover: young, medium, and old-aged oil palm trees, secondary forest, shrubs, and high conservation value (HCV) area. Observation took place in the morning and evening with five replications. Types of data recorded at the time of observation consisted of bird species and number of individuals. The data obtained were analysed using the Margalef index and Sorensen's similarity index. The total number of bird species found in all land cover types amounted to 37 species from 22 families. The HCV area had the highest species number (21) and highest species diversity index (4.55), while the lowest diversity index was found in the old-aged oil palm plantation (2.72). Old-aged and medium-aged oil palms showed similar bird species compositions (similarity index of 0.89).		[Karuniyanti, Diah Eres Dwi; Santosa, Yanto; Sugiharti, Windi] Bogor Agr Univ, Fac Forestry, Ecol & Wildlife Management Div, Forest Resource Conservat & Ecotourism Dept, Bogor, West Java, Indonesia; [Karuniyanti, Diah Eres Dwi] Bogor Agr Univ, Fac Forestry, Ecol & Wildlife Management Div, Forest Resource Conservat & Ecotourism Dept, Bogor, West Java, Indonesia				9th International Conference on Global Resource Conservation (ICGRC) and AJI from Ritsumeikan University	MAR 07-08, 2018	Peningkatan Publikasi Karya Ilmiah Dosen; Brawijaya Univ, Green Campus Program	Malang City, INDONESIA	0							Physics, Applied	WOS:000481577800041		
J	Santosa, Yanto; Rejeki, Sani Sari Sri								Variation of Herpetofauna in Different Land Cover Types in PT ASMR Oil Palm Plantation, Central Kalimantan Province								AIP Conference Proceedings				2019						060003	10.1063/1.5061912			2018	2018	The oil palm industry is an important contributor to the world vegetable oil market and Indonesia is one of the major exporters globally. Changes in land use to become more monocultural cause concerns among the world community for the preservation of wildlife, including herpetofauna. The objectives of this research were to identify the species number, richness, evenness and also the species composition differences of herpetofauna in each land cover. Herpetofauna species were observed using visual encounter survey (VES) modified with a line transect method over various types of land cover; youngest and oldest oil palm, shrubs and high conservation value forest (HCVF) areas. Observation started at 7 p.m. lasted until 9 p.m. The observation was repeated three times simultaneously. Types of data recorded at the time of observation consisted of herpetofauna species and number of individuals. The data obtained were analyzed using Margalef's index and Sorensen's similarity index. The total number of herpetofauna species found in all land cover types amounted to 14 species (seven amphibians and seven reptiles). The HCVF area had the highest species number (9), species diversity index (2.65) and evenness index (0.88). While the shrubs area had the lowest species number (4) and diversity index (0.99). The results showed there is a correlation between land cover and diversity of herpetofauna.		[Santosa, Yanto; Rejeki, Sani Sari Sri] Bogor Agr Univ, Fac Forestry, Dept Forest Resources Conservat & Ecotourism, Wildlife Ecol & Management Div, Bogor, West Java, Indonesia; [Santosa, Yanto] Bogor Agr Univ, Fac Forestry, Dept Forest Resources Conservat & Ecotourism, Wildlife Ecol & Management Div, Bogor, West Java, Indonesia				9th International Conference on Global Resource Conservation (ICGRC) and AJI from Ritsumeikan University	MAR 07-08, 2018	Peningkatan Publikasi Karya Ilmiah Dosen; Brawijaya Univ, Green Campus Program	Malang City, INDONESIA	0							Physics, Applied	WOS:000481577800076		
J	Longman, Emily K.; Rosenblad, Kyle; Sax, Dov F.								Extreme homogenization: The past, present and future of mammal assemblages on islands								GLOBAL ECOLOGY AND BIOGEOGRAPHY				27	1			77	95		10.1111/geb.12677			JAN 2018	2018	Aim: We documented how the similarity of mammal assemblages on continental and oceanic islands has changed since initial human colonization, since European arrival and overall. We investigated how levels of similarity might change in the future. Location: Continental and oceanic islands worldwide. Time period: Human settlement of islands to the present, as well as projections for the future. Major taxa studied: Mammals. Methods: We used mammal occurrence data on islands to calculate the change in similarity using a pairwise approach based on Jaccard's index and a multisite approach based on Jaccard's and Sorensen's measures. We divided the mammal assemblages into two time periods, before and after island colonization or trade began with Europeans. We unpacked the mechanisms driving changes in similarity, exploring how initial similarity interacts with seven types of species turnover events to determine overall change. Finally, we calculated how future similarity levels will change if past trends in introductions and extinctions continue. Results: Mammals, on both continental and oceanic islands, show one of the most pronounced cases of homogenization ever observed, and on oceanic islands mammals show the largest increase in homogenization ever observed for a terrestrial group. Most of the homogenization observed to date has been driven by recent historical changes, not by changes that occurred before European arrival. If current patterns of species introductions and extinctions continue, then oceanic islands will experience little additional homogenization, whereas continental islands will homogenize greatly beyond current levels. Main conclusions: Mammal assemblages on oceanic islands show nearly an order of magnitude greater change in similarity than plant and bird assemblages. Projections of future similarity indicate that continental and oceanic islands are on different trajectories of change. These trajectories could be altered by management actions, but in some cases those actions that would be impactful run counter to current conservation norms.		[Longman, Emily K.] Univ Calif Davis, Dept Evolut & Ecol, 2320 Storer Hall,One Shields Ave, Davis, CA 95616 USA; [Rosenblad, Kyle; Sax, Dov F.] Brown Univ, Dept Ecol & Evolutionary Biol, Providence, RI 02912 USA; [Longman, Emily K.] Univ Calif Davis, Dept Evolut & Ecol, 2320 Storer Hall,One Shields Ave, Davis, CA 95616 USA								26							Ecology; Geography, Physical	WOS:000418125800009		
J	Silva, Julia dos Santos; Caranha, Lindemberg; Moura Santos, Fabricio Kassio; dos Santos, Antonio Pereira; Rodrigues da Silva, Luiz Osvaldo; Rangel, Elizabeth Ferreira								Sand fly (Diptera, Psychodidae, Phlebotominae) abundance and diversity in areas affected by the Sao Francisco River transposition project in Ceara State, Brazil								PARASITES & VECTORS				10						403	10.1186/s13071-017-2333-z			AUG 29 2017	2017	Background: Entomological surveillance of sand fly vectors was carried out to support leishmaniasis prevention and control measures in areas affected by the Sao Francisco River Transposition Project. Methods: Sand flies were collected monthly between May 2011 and December 2014 in seven municipalities: Missao Velha, Brejo Santo, Lavras da Mangabeira, Iguatu, Mauriti, Jaguaribe and Jaguaretama, in dwellings, peridomicile and forest areas for three consecutive days, for a period of 12 h each day (18: 00 to 06: 00 h). Differences in species composition between sites were tested with Shannon's diversity index, the similarity between habitats was estimated by the Sorensen's qualitative similarity index and, for the most abundant species in each municipality, a standardized index of species abundance was applied. The influence of climatic factors on sand fly population densities was analyzed using Spearman's correlation coefficients. Results: A total of 214,213 sand fly specimens belonging to 18 species were captured. The most abundant species in all municipalities was Lutzomyia longipalpis (Lutz & Neiva, 1912). The municipalities of Mauriti and Missao Velha stand out in terms of high species richness, with the latter exhibiting the greatest diversity. The number of sand flies in the Iguatu, Jaguaribe and Jaguaretama municipality was higher during the rainy months, whereas the populations declined in the drier months; the sand fly population density in other municipalities (Missao Velha, Brejo Santo, Lavras de Mangabeira and Mauriti) showed negative correlation with rainfall. Conclusions: This study confirms the presence of several Leishmania spp. vectors in the seven municipalities affected by the Sao Francisco River Transposition Project, with Lu. longipalpis being the most abundant species at all study sites. Vector populations in these municipalities should be monitored, ultimately to assess the associations between environmental changes and sand fly population dynamics and leishmaniasis transmission risk.		[Silva, Julia dos Santos; Rangel, Elizabeth Ferreira] Fiocruz MS, Inst Oswaldo Cruz, Lab Interdisciplinar Vigilancia Entomol Diptera &, Av Brasil 4365, BR-21040360 Manguinho, RJ, Brazil; [Caranha, Lindemberg; Moura Santos, Fabricio Kassio; dos Santos, Antonio Pereira; Rodrigues da Silva, Luiz Osvaldo] Secretaria Saude Estado Ceara, Fortaleza, Ceara, Brazil; [Silva, Julia dos Santos] Fiocruz MS, Inst Oswaldo Cruz, Lab Interdisciplinar Vigilancia Entomol Diptera &, Av Brasil 4365, BR-21040360 Manguinho, RJ, Brazil								3							Parasitology; Tropical Medicine	WOS:000408864200004		
J	Santander-de Leon, Sheila Mae S.; Nunal, Sharon N.; Wei, Hongyi; Yoshikawa, Takeshi; Maeda, Hiroto								Bacterial community composition shifts in sediments influenced by fish feeds								AQUACULTURE RESEARCH				48	8			4380	4389		10.1111/are.13261			AUG 2017	2017	This study investigated the influence of fish feed deposition on the microbial community of sediments in a coastal lake. Microcosms were designed to simulate the addition of fish feeds to the sediment, and physicochemical factors as well as composition of microbial assemblages were analysed. Although total organic carbon and total organic nitrogen did not significantly increase, redox potential and total sulphides showed a transition of sediment environments into anaerobic condition due to the addition of fish feeds. The bacterial community composition shifted with fish feed deposition as revealed by the band profiles of denaturing gradient gel electrophoresis, SOrensen's similarity indices and cell numbers of sulphate-reducing bacteria. Occurrence of anaerobic bacteria (sulphate and nitrate reducers) and disappearance of strictly aerobic bacteria were observed with fish feed inputs. The results clarify the succession of the microbial flora and suggest negative impact of uneaten fish feeds on the microbial community in sediment and resultant environmental deterioration of fish-farming areas.		[Santander-de Leon, Sheila Mae S.] Univ Philippines Visayas, Coll Fisheries & Ocean Sci, Inst Marine Fisheries & Oceanol, Iloilo, Philippines; [Nunal, Sharon N.] Univ Philippines Visayas, Coll Fisheries & Ocean Sci, Inst Fish Proc & Technol, Iloilo, Philippines; [Wei, Hongyi; Yoshikawa, Takeshi; Maeda, Hiroto] Kagoshima Univ, Fac Fisheries, Educ & Res Ctr Marine Resource & Environm, 4-50-20 Shimoarata, Kagoshima, Japan; [Yoshikawa, Takeshi] Kagoshima Univ, Fac Fisheries, Educ & Res Ctr Marine Resource & Environm, 4-50-20 Shimoarata, Kagoshima, Japan								6							Fisheries	WOS:000404982300036		
J	Ghate, Sudeep Darbhe; Sridhar, Kandikere Ramaiah								Endophytic aquatic hyphomycetes in roots of riparian tree species of two Western Ghat streams								SYMBIOSIS				71	3			233	240		10.1007/s13199-016-0435-6			MAR 2017	2017	Bubble chamber incubation of surface sterilized segments of root bark and xylem of 10 riparian tree species of the Sampaje (475-500 m asl) and VE 1/4 Badaga (765-800 m asl) stream reaches of the Western Ghats yielded 20 species of endophytic aquatic hyphomycetes. Anguillospora crassa, A. longissima and Cylindrocarpon sp. were among the top five species in streams. A two-way ANOVA showed significantly higher species richness and counts of conidium in the tree species of Sampaje compared to VE 1/4 Badaga (p < 0.001), while two variables were not significantly different between bark and xylem. The total number of species recovered was slightly higher in bark than in xylem (14-19 vs. 13-17 spp.) and the average species richness between tissues did not differ significantly except for one tree species (Madhuca neriifolia: p < 0.05). The release of conidia from bark of only three tree species was significantly higher than from xylem (M. neriifolia and Canarium strictum: p < 0.05; Vateria indica: p < 0.01). Sorensen's similarity index for bark as well as xylem between tree species was higher in Sampaje stream than in VE 1/4 Badaga stream (0.45-0.78 vs. 0.25-0.61). The diversity of aquatic hyphomycetes in bark and xylem was higher in the trees of Sampaje than VE 1/4 Badaga (3.1-3.3 vs. 2.7). A cluster analysis of aquatic hyphomycetes in bark and xylem resulted in two groups coinciding with the two streams. The results of this study revealed that assemblage and diversity of endophytic aquatic hyphomycetes in riparian tree roots are high in the mid-altitude Sampaje stream as previously documented for saprotrophic aquatic hyphomycetes.		[Ghate, Sudeep Darbhe; Sridhar, Kandikere Ramaiah] Mangalore Univ, Dept Biosci, Mangalore 574199, Karnataka, India; [Sridhar, Kandikere Ramaiah] Mangalore Univ, Dept Biosci, Mangalore 574199, Karnataka, India								7							Microbiology	WOS:000395021100007		
J	Albuquerque, J. A. A.; Santos, T. S.; Castro, T. S.; Melo, V. F.; Rocha, P. R. R.								WEED INCIDENCE AFTER SOYBEAN HARVEST IN NO-TILL AND CONVENTIONAL TILLAGE CROPROTATION SYSTEMS IN RORAIMA'S CERRADO								PLANTA DANINHA				35						e017162796	10.1590/S0100-83582017350100034			2017	2017	The goal of this study was to evaluate the occurrence of weeds after soybean harvest in rotational systems of no-till and conventional tillage in the savannah of Roraima, Brazil. Two simultaneous experiments were conducted in adjacent areas, the first one with no-till soil management system and the second one with the conventional system, with crop rotations for five agricultural years: pearlmillet (2007/2008), soybean (2008/2009), maize (2009/2010), cowpea with maize (2010/2011), soybean (2011/2012) and maize (2012/2013). The used experimental design was the randomized block one with 28 plots, sized 3 x 15 m (45 m(2)) distributed in 4 blocks. In May 2010, the combined sowing of cowpea and maize was performed, and later, during the same month of 2011 soybean was sown. Thirty days after harvesting, weeds were collected. The botanical classification of species was performed by classes, families, scientific and popular names, as well as comparisons with specialized bibliographies. The evaluated phyto-sociological parameters were: relative frequency (FRR), relative density (DRR), dominance (Do), importance value index (IVI), Sorensen's similarity index (SI), numbers of individuals (ha(-1)) and dry mass (%). Among the 37 species found in both planting systems, 60% belonged to the Liliopsida class; Fabaceae and Malvaceae stood out. However, Poaceae, belonging to the Magnoliopsida class, had the highest number of species in both systems. Most weed species were common in both systems.		[Albuquerque, J. A. A.; Santos, T. S.; Castro, T. S.; Melo, V. F.; Rocha, P. R. R.] Univ Fed Roraima, Parceria EMBRAPA RR, Programa Posgrad Agron, Boa Vista, RR, Brazil; [Albuquerque, J. A. A.] Univ Fed Roraima, Parceria EMBRAPA RR, Programa Posgrad Agron, Boa Vista, RR, Brazil								4							Plant Sciences	WOS:000409405000001		
J	Strzeleczek, L.; Jedrzejczyk-Korycinska, M.; Piecuch, I.; Rostanski, A.								THE REMNANTS OF MID-FOREST IRON ORE EXCAVATIONS AS A REFUGE FOR LOCAL DIVERSITY IN THE VASCLUAR PLANT FLORA								APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH				15	4			1541	1563		10.15666/aeer/1504_15411563			2017	2017	Former excavation remnants can play a significant role in increasing the species richness and local biodiversity on heavily altered, post-industrial sites. In this article we examined 30 plots - mounds and areas surrounding mounds to evaluate the influence of different key factors on floristic composition, including selected edaphic parameters (pH, EC, organic matter, CaCO3 and content of metals: Pb, Cd, Zn, Fe). We also tested the species-area correlations. Additionally, we assessed basic characteristics of plant species, which inhabit those plots, measuring species richness and biodiversity with Shannon-Weiner index (H') and also estimating the similarities in species composition between mounds and the surrounding areas, using Sorensen's index (S-o). In result, we noted 92 vascular plant species, with mostly native origin (98%). Based on the performed analysis, mounds which were studied had slightly higher values of mean species richness and species diversity compared to the surrounding area. Contribution of socio-ecological groups showed, that, mounds were inhabited predominantly by forest species from Querco-Fagetea and Vaccinio-Piceetea classes. Analyses of collected soil samples indicated strong influence of pH and content of metals (mostly zinc, lead and iron) in relation to the floristic composition on the examined plots. Unique characteristics of soil samples taken from the studied plots can explain the distinct preferences of some plant species which grow on them. This allowed to classify those structures as a refuge area, considering their positive contribution to the increase of species richness and biodiversity. Nowadays the old remnants can be also treated as a crucial part of historical and cultural heritage.		[Strzeleczek, L.; Jedrzejczyk-Korycinska, M.; Piecuch, I.; Rostanski, A.] Univ Silesia, Fac Biol & Environm Protect, Dept Bot & Nat Protect, Katowice, Poland; [Strzeleczek, L.] Univ Silesia, Fac Biol & Environm Protect, Dept Bot & Nat Protect, Katowice, Poland								1							Ecology; Environmental Sciences	WOS:000419994800101		
