PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	de los Angeles Gomez-Munoz, Maria; del Rosario Robles, Maria; Francisca Milano, Maria; Digiani, Maria C.; Notarnicola, Juliana; Galliari, Carlos; Navone, Graciela T.								Helminths from Sigmodontinae rodents (Muroidea: Cricetidae) in Humid Chaco ecoregion (Argentina): a list of species, host and geographical distribution								REVISTA MEXICANA DE BIODIVERSIDAD				91						e913287	10.22201/ib.20078706e.2020.91.3287			OCT-DEC 2020	2020	The aims of this paper were to list the helminths from sympatric rodent species (Muroidea, Cricetidae) in Corrientes city, Humid Chaco ecoregion, Argentina and summarise the record and ecological data on six host species. Fourteen species of helminths were found in 6 rodent assemblages. Five new hosts and 12 new geographical reports from Humid Chaco ecoregion are provided. The higher prevalence values corresponded to Stilestrongylus stilesi, Hassalstrongylus mazzai, H. argentinus and Mazzanema fortuita, and the higher mean abundance and mean intensity values corresponded to S. stilesi from Necromys lasiurus. Nippostrongylinae was the dominant group within each host species. The ecological descriptors of component communities are given. The highest value of richness index was observed for N. lasiurus (S = 6). The diversity index reached values between the range 1.11 in Holochilus chacarius and 0.16 in Akodon azarae. The equitability index shows the highest values for Oligoryzomys flavescens (0.96) and H. chacarius (0.81). The highest value index of dominance of Berger-Parker was observed for A. azarae (0.96) followed by N. lasiurus (0.86). This study contributes to the taxonomic and ecological of the parasite-host relationships, providing substantial information to one of the ecoregions most affected by anthropic actions in Argentina.		[de los Angeles Gomez-Munoz, Maria; Francisca Milano, Maria] Univ Nacl Nordeste, Lab Biol Parasitos, Fac Ciencias Exactas & Nat & Agrimensura, Av Libertad 5460, RA-3400 Corrientes, Argentina; [del Rosario Robles, Maria; Galliari, Carlos; Navone, Graciela T.] Univ Nacl La Plata, Ctr Estudios Parasitol & Vectores, Ctr Cient Tecnol, CONICET, Blv 120 E-61 & 64 S-N, RA-1900 La Plata, Buenos Aires, Argentina; [Digiani, Maria C.] Consejo Nacl Invest Cient & Tecn, Div Zool Invertebrados, Museo La Plata, Paseo Bosque S-N, RA-1900 La Plata, Buenos Aires, Argentina; [Notarnicola, Juliana] Univ Nacl Misiones, Inst Biol Subtrop, CONICET, Bertoni 85, RA-3370 Puerto Iguazu, Misiones, Argentina; [de los Angeles Gomez-Munoz, Maria] Univ Nacl Nordeste, Lab Biol Parasitos, Fac Ciencias Exactas & Nat & Agrimensura, Av Libertad 5460, RA-3400 Corrientes, Argentina								1							Biodiversity Conservation	WOS:000612143600009		
J	Bakeri, Shamsilawani Ahamed; Maidin, Mohd Shawal Thakib								BACTERIAL DIVERSITY IN LOGGED OVER FOREST OF MINERAL SOIL BEFORE DEVELOPMENT OF OIL PALM PLANTATION IN BELAGA, SARAWAK								JOURNAL OF OIL PALM RESEARCH				32	3			537	546		10.21894/jopr.2020.0044			SEP 2020	2020	Tropical forests are major reservoirs of biodiversity. Soil microbes play important roles in soil fertility. Microbes are sensitive to changes in agricultural activities occurring in the soil, thus they can be used as an indicator for soil quality. This study was conducted to analyse soil microbial biodiversity at logged over forest on mineral soil before development to oil palm plantation, by using denaturing gradient gel electrophoresis combined with 16S rDNA polymerase chain reaction (PCR-DGGE). The average number of bands from PCR-DGGE profiles indicated strip 2 was significantly less diversified than the rest of the sites at alpha=0.05. Shannon-Weaver biodiversity index and Berger-Parker Dominance Index, showed highest diversity in area cultivable for oil palm, followed by the biodiversity strip areas. Bacterial communities were dominated by unclassified bacteria, Acidobacteria, Actinobacteria and alpha-Proteobacteria groups in all types of forest soils. Acidobacteria group was absent in strip 3 where the soil pH was least acidic. Common species found for all sites were, uncultured Acidobacteria bacterium (Acidobacteria), uncultured Actinobacterium clones (Actinobacteria) and uncultured Rhodoplanes sp. (alpha-Proteobacteria).		[Bakeri, Shamsilawani Ahamed; Maidin, Mohd Shawal Thakib] Malaysian Palm Oil Board, 6 Persiaran Inst, Kajang 43000, Selangor, Malaysia; [Bakeri, Shamsilawani Ahamed] Malaysian Palm Oil Board, 6 Persiaran Inst, Kajang 43000, Selangor, Malaysia								0							Food Science & Technology	WOS:000571992900014		
J	Rzad, Izabella; Sitko, Jilji; Dzika, Ewa; Zalewski, Kazimierz; Smietana, Przemyslaw; Busse, Przemyslaw								GEOGRAPHIC AND ECOLOGIC ASPECTS OF THE COMMUNITY STRUCTURE OF TREMATODES OF MALLARDS (<i>ANAS PLATYRHYNCHOS</i>) IN NORTHERN POLAND AND THE CZECH REPUBLIC								JOURNAL OF WILDLIFE DISEASES				56	3			576	587		10.7589/2019-02-041			JUL 2020	2020	Trematode infestation of Mallards (Anas platyrhynchos) varies between northern Poland and the Czech Republic. We determined the trematode fauna of juvenile and adult Mallards from Poland in 2010-16 (n=79 Mallards) and from the Czech Republic in 1964-2001 (n=296). Infracommunity diversity of trematodes from juvenile Mallards, defined by the Brillouin index and mean number of species, was significantly greater in Poland than it was in the Czech Republic. There were more species and greater biodiversity in the trematode communities of Mallards from Poland, where the environment is more natural and less altered by human activity than it is in the Czech Republic. In the trematode community of juvenile Mallards, the Simpson's index of biodiversity was higher in the Czech Republic than it was in Poland. The Berger-Parker dominance index was comparable in both countries. In terms of prevalence, the structure of the trematode fauna was hierarchic, and trematode species had different positions in this hierarchy in the two countries. Statistically significant differences in the epidemiologic indices between infection of juvenile Mallards from Poland and the Czech Republic were noted for Bilharziella polonica, Echinostoma miyagawai, Echinostoma revolutum, Prosthogonimus cuneatus, Prostlwgonimus ovatus, Notocotylus attenuatus, Echinoparyphium recurvatum, Australapatemon minor, Apatemon gracihs, Cyathocotyle prussica, Hypoderaeum conoideum, Metorchis xanthosomus, Psilochasmus oxyurus, and Cotylurus cornutus.		[Rzad, Izabella; Smietana, Przemyslaw] Univ Szczecin, Inst Marine & Environm Sci, Adama Mickiewicza 16, PL-70383 Szczecin, Poland; [Rzad, Izabella; Smietana, Przemyslaw] Univ Szczecin, Mol Biol & Biotechnol Ctr, Waska 13, PL-71415 Szczecin, Poland; [Sitko, Jilji] Comenius Museum, Moravian Ornithol Stn, Horni Namesti 7, Prerov 75002, Czech Republic; [Dzika, Ewa] Univ Warmia & Mazury, Fac Hlth Sci, Dept Med Biol, Zolnierska 14c, PL-10561 Olsztyn, Poland; [Zalewski, Kazimierz] Univ Warmia & Mazury, Fac Biol & Biotechnol, Dept Biochem, Oczapowskiego 1a, PL-10719 Olsztyn, Poland; [Busse, Przemyslaw] Bird Migrat Res Fdn, Przebendowo 3, PL-84210 Choczewo, Poland; [Busse, Przemyslaw] Bird Migrat Res Fdn, Przebendowo 3, PL-84210 Choczewo, Poland								3							Veterinary Sciences	WOS:000546643200009		
J	Kovalenko, N., I; Zamaziy, T. M.; Novikova, I., V; Taranenko, G. P.								ETIOLOGICAL STRUCTURE AND ECOLOGICAL SIGNIFICANCE OF OPPORTUNISTIC PATHOGENS IN BRONCHITIS								WORLD OF MEDICINE AND BIOLOGY				74	4			68	72		10.26724/2079-8334-2020-4-74-68-72			2020	2020	The study of microecological indices of the microflora in patients with bronchitis revealed the spread of endogenous bacteria of the nasal pharynx in the bronchi biocenosis, which was confirmed by constancy index and Berger-Parker index of dominance. The etiological spectrum of infectious factors was dominated by viridans group streptococci and fungi of the genus Candida, which had a high colony-forming level. Microorganisms were inoculated in both monocultural and communities form, which numbered from two to four species. The most common were combinations of bacteria and fungi of the genus Candida, which were recorded in 62.7% (64/102). The communities included not only autochthonous bacteria, but also such uncharacteristic for biotope as K. pneumoniae, P. aeruginosa, E. coli, E. cloacae, E. aerogenes, E. faecalis, E. faecium.		[Kovalenko, N., I; Zamaziy, T. M.] Kharkiv Natl Med Univ, Kharkiv, Ukraine; [Novikova, I., V; Taranenko, G. P.] Nonprofit Municipal Enterprise Kharkiv Reg Counci, Reg Clin Hosp, Kharkiv, Ukraine; [Kovalenko, N., I] Kharkiv Natl Med Univ, Kharkiv, Ukraine								0							Medicine, Research & Experimental	WOS:000610098600015		
J	Khyzhniak, M., I; Rudyk-Leuska, N. Ya; Yevtushenko, N. Yu; Leuskyi, M., V; Dudnyk, S., V; Danchuk, O., V; Tson, N., I; Dumych, O. Y.								Development and structure of phytoplankton in the middle part of Kremenchug reservoir								UKRAINIAN JOURNAL OF ECOLOGY				10	4			132	136		10.15421/2020_180			2020	2020	An analysis of quantitative and qualitative composition of phytoplankton in the middle part of the Kremenchug reservoir in the water area near the village of Chervona Sloboda, the village of Lesky and the village of Khudyaki in August 2016 is presented. The peculiarities of its formation in this period are established, and the changes that took place in the structure of its grouping are determined. The phytoplankton values of the Kremenchug reservoir were at the level of the total number of 16.8-54.0 million cells/dm(3), the total biomass of 2.3-4.9 mg/dm(3) and tended to develop in previous years. The basis of phytoplankton was formed by three groups of algae: Chlorophyta, Bacillariophyta, Cyanophyta. Green algae (class Chlorophyta) developed the least: their share was 3.1-28.8% of the total. The most represented species were Volvox aureus Ehr., Micractinium pusillum Fresen., Pandorina morum (O. Mull.) Bory and Chlamydomonas reinchardtii Dang. Diatoms algae (class Bacillariophyta) accounted for 19.2-62.4% of the total biomass, which was quite important in the formation of phytoplankton. Our data shows that Melosira granulata (Ehr.) Ralfs, M. angustissima Neizvestnova-Zhadina, Nitzschia acicularis (Kutz.) W. SmITH. prevailed among diatoms in all three studied areas. Blue-green algae (class Cyanophyta) predominated at all sampling stations No 1, 2, and 3, amounting to 26.0-93.7% and formed the basis of the phytoplankton community. In this group of algae the most represented species were: Aphanizomenon flos-aquae (L.) Ralfs ex Bornet & Flahault, Anabaena flos-aquae (L.) Bory, Microcystis aeruginosa Kutzing, (station No 1 and 2), An. flos-aquae, M. aeruginosa (station No 3). Calculation of the Berger-Parker dominance index showed that at all sampling stations the highest rates had only alga M. aeruginosa. Its dominant role gradually decreased along the Dnieper: D-BP = 0.83, 0.53, and 0.41 at sampling stations No 1, 2, and 3, respectively. As a result of intensive development of colonial alga M. aeruginosa, it acquired the status of absolute dominant and subdominant species in the structure of this phytoplankto.enosis. Thus, cyanobacteria have become the dominant group of photosynthetic organisms of this phytoplanktocenosis. In such a way occurs the succession of diffuse nature of regressive type towards the monodominance of the community, which threatens the balance of this hydroecosystem in general.		[Khyzhniak, M., I; Rudyk-Leuska, N. Ya; Yevtushenko, N. Yu; Leuskyi, M., V] Natl Univ Life & Environm Sci Ukraine, Kiev, Ukraine; [Dudnyk, S., V] Taras Shevchenko Natl Univ Kyiv, Kiev, Ukraine; [Danchuk, O., V] Odessa State Agr Univ, Odessa, Ukraine; [Tson, N., I] NAAS, Inst Fisheries, Lviv Res Stn, Lvov, Ukraine; [Dumych, O. Y.] Ivan Franko Natl Univ Lviv, Lvov, Ukraine; [Rudyk-Leuska, N. Ya] Natl Univ Life & Environm Sci Ukraine, Kiev, Ukraine								0							Biology	WOS:000577359800021		
J	Psarev, A. M.; Eremeev, E. A.; Zinchenko, V. K.			IOP					Materials for the study of entomofauna of protected areas of Altai Krai: Ikonnikov Island								IOP Conference Series-Earth and Environmental Science				548						072073	10.1088/1755-1315/548/7/072073			2020	2020	Altai Krai is characterized by a low degree of knowledge of entomofauna of the protected areas (specially protected natural areas). The article presents, for the first time, the results of a study of necrophilous beetles on the territory of the natural monument "The confluence of the Biya and Katun rivers (Ikonnikov Island)". The collection of the material was carried out using soil baited pitfall traps. There were discovered 64 species from 7 families of Coleoptera. The most abundant in species was Staphylinidae (43.77% of the total number of species). Families Silphidae and Histeridae have significantly less number of species (20.31% and 12.5% respectively), as well as other families (Scarabaeidae, Leiodidae, Dermestidae, Hydrophilidae), which were represented by 3-5 species each. The most abundant in the number of specimens was Silphidae (Nicrophorus vespillo, N. vespilloides, Oiceoptoma thoracicum). Common and numerous were Anoplotrupes stercorosus, Aphodius rectus (Scarabaeidae), Sciodrepoides watsoni (Leiodidae), Hister unicolor, Saprinus semistriatus (Histeridae), Creophylus maxilosus (Staphylinidae). The estimation of the species richness, degree of dominance and evenness of species in the community of necrophilous Coleoptera showed medium values of Shannon index (H=2.6), Berger-Parker index (D=0.26) and Pielou's evenness index (E=0.44).		[Psarev, A. M.; Eremeev, E. A.] Shukshin Altai State Humanities Pedag Univ, V Korolenko St 53, Altai Krai, Biysk, Russia; [Zinchenko, V. K.] Russian Acad Sci, Siberian Zool Museum, Inst Anim Systemat & Ecol, Frunze Str 11, Novosibirsk, Russia; [Eremeev, E. A.] Shukshin Altai State Humanities Pedag Univ, V Korolenko St 53, Altai Krai, Biysk, Russia				3rd International Conference on Agribusiness, Environmental Engineering and Biotechnologies (AGRITECH)	JUN 18-20, 2020	Int & Russian Union Sci & Engn Assoc; Krasnoyarsk Reg Union Sci & Engn Assoc; Krasnoyarsk State Agrarian Univ; Krasnoyarsk Sci & Technol City Hall	Krasnoyarsk, RUSSIA	0							Agricultural Engineering; Agriculture, Multidisciplinary; Ecology; Engineering, Environmental; Food Science & Technology	WOS:000659907503052		
J	Greco-Spingola, Silvana; Jorge, Carolina; Lorier, Estrellita								Acridomorpha (Orthoptera) species associated with the protected wetlands of Santa Lucia, Montevideo, Uruguay								CHECK LIST				16	3			597	610		10.15560/16.3.597			2020	2020	The diversity of Acridomorpha in protected areas of Uruguay has been little studied to date. In the protected wetlands of Humedales de Santa Lucia in the Montevideo Department, we made monthly surveys from December 2012 to March 2013. Sampling was conducted with entomological nets and by hand. We collected 1216 individuals of 26 different species belonging to seven subfamilies. Gomphocerinae and Melanoplinae were the most abundant, accounting for 71% and 16% of the individuals respectively. The Shannon index showed a medium diversity, but the Berger-Parker dominance index and Pielou equitativity index indicate a slight dominance of the acridomorph community studied. This is probably because five species accounted for 87% of the individuals collected. Although our results are similar to previous studies of acridomorph communities in grasslands of the region, our study, the first of this kind for this ecosystem in Uruguay, will be important for the conservation of this protected area.		[Greco-Spingola, Silvana; Lorier, Estrellita] Univ Republica, Secc Entomol, Dept Biol Anim, Fac Ciencias, Igua 4225, Montevideo 11400, Uruguay; [Jorge, Carolina] Univ Republ, Inst Super Estudios Forestales, CENUR Noreste, Sede Tacuarembo, Ruta 5 Km,386, Tacuarembo 45000, Uruguay; [Greco-Spingola, Silvana] Univ Republica, Secc Entomol, Dept Biol Anim, Fac Ciencias, Igua 4225, Montevideo 11400, Uruguay								0							Biodiversity Conservation; Zoology	WOS:000906588300010		
J	Hoshino, Erico de Melo; Tavares-Dias, Marcos								Temporal and seasonal variations in parasites of Metynnis lippincottianus (Characiformes: Characidae), a host from the eastern Amazon (Brazil)								JOURNAL OF NATURAL HISTORY				53	43-44			2723	2736		10.1080/00222933.2020.1733121			NOV 25 2019	2019	This study investigated the influence of temporal and seasonal variation (rainy/dry cycle) on the component community structure and infracommunities of parasites in Metynnis lippincottianus from the eastern Amazon (Brazil). A total of 8,774 parasites representing 9 species and 22,765 parasites representing 12 species was collected in 2011 and 2016 respectively, but only 42.8% of the species were common to both study years. In both years, there was a dominance of Ichthyophthirius multifiliis and the component community was 51% dissimilar. The species richness of parasites and the Berger-Parker dominance were higher in 2016, while the evenness and Brillouin diversity were higher in 2011. The prevalence and abundance of I. multifiliis and P. pillulare, as well as the prevalence of Contracaecum sp. were higher in the rainy season. The abundance of Anacanthorus strongylophalus, Urocleidoides sp., Dadayus pacupeva and Dadaytrema oxycephala was higher in the dry season. Infection with Procamallanus (Spirocamallanus) inopinatus was not influenced by the season, while by Trichodina sp. occurred only in the dry season and Ergasilus xinguensis only in the rainy season. The species richness of parasites, Brillouin diversity index and evenness were higher in the dry season, while the Berger-Parker index was higher in the rainy season. Temporal variation of communities and infracommunities of parasites was influenced by the body size of host populations and increase in anthropogenic impacts. Effect of seasons on environmental quality, host size and availability of infective stages of parasites were the determining factors in structuring the component communities and infracommunities of parasites.		[Hoshino, Erico de Melo; Tavares-Dias, Marcos] Univ Fed Amapa UNIFAP, Programa Posgrad Biodiversidade Trop PPGBIO, Macapa, Brazil; [Tavares-Dias, Marcos] Embrapa Amapa, Macapa, Brazil; [Tavares-Dias, Marcos] Univ Fed Amapa UNIFAP, Programa Posgrad Biodiversidade Trop PPGBIO, Macapa, Brazil; [Tavares-Dias, Marcos] Embrapa Amapa, Macapa, Brazil								3							Biodiversity Conservation; Ecology; Zoology	WOS:000516747400003		
J	Yang, Dong; Liu, Ruchun; Ye, Lan; Hu, Qingqing; Rui, Jia; Zhou, Yinzhu; Zhang, Heng; Zhang, Xixing; Zhao, Benhua; Chen, Tianmu								Hand, foot, and mouth disease in Changsha City, China, 2009?2017: a new method to analyse the epidemiological characteristics of the disease								INFECTIOUS DISEASES				52	1			39	44		10.1080/23744235.2019.1675902			JAN 2 2020	2020	Objectives: By adopting a new method, this study aimed to analyse the epidemiological characteristics of hand, foot, and mouth disease (HFMD) in nine districts and counties (cities) of Changsha City, China, from 2009 to 2017. Methods: The reported HFMD cases were collected in Changsha from 2009 to 2017. The traditional descriptive method and a new method (index system) including six indices (richness index N, Simpson diversity index D, Shannon diversity index H, Berger-Parker dominance index d, Shannon evenness index E, and Morisita?Horn similarity index C) were used to describe the epidemiological characteristics of HFMD in Changsha. Results: There were 214155 HFMD reported in Changsha during the study period. The incidence of the disease was higher in even-numbered years (2010, 2012, 2014, and 2016) than in uneven-numbered years (2009, 2011, 2013, 2015, and 2017), with two peaks in May to June and October to November every year. The age of onset was mainly from 0 to 5?years old, and the death was mainly from 0 to 2?years old. According to occupational classification, districts and counties (cities) had a high degree of similarity of the composition of HFMD, and there was no regional difference. Conclusions: Changsha had a yearly increasing trend of HFMD from 2009 to 2017, and the key population for prevention and control was children aged in 0?5?years old. Seasonal distribution of high incidence and peak incidence were occurred in even-numbered years. The sub-regions of the city shared moderate diversity and high similarity of occupational distribution of HFMD.		[Yang, Dong; Liu, Ruchun; Zhou, Yinzhu; Zhang, Heng; Zhang, Xixing] Changsha Ctr Dis Control & Prevent, Changsha, Hunan, Peoples R China; [Ye, Lan; Rui, Jia; Zhao, Benhua; Chen, Tianmu] Xiamen Univ, Sch Publ Hlth, State Key Lab Mol Vaccinol & Mol Diagnost, Xiamen, Fujian, Peoples R China; [Hu, Qingqing] Univ Utah, Sch Med, Div Publ Hlth, Salt Lake City, UT USA; [Chen, Tianmu] Xiamen Univ, Sch Publ Hlth, State Key Lab Mol Vaccinol & Mol Diagnost, Xiamen, Fujian, Peoples R China								13							Infectious Diseases	WOS:000490263300001		
J	Zhou, Yi; Su, Yuqiao; Zhong, Yonglin; Xie, Peiyun; Xu, Mingfeng; Su, Zhiyao								Community Attributes Predict the Relationship between Habitat Invasibility and Land Use Types in an Agricultural and Forest Landscape								FORESTS				10	10					867	10.3390/f10100867			OCT 2019	2019	Finding ecosystem or community level indicators for habitat invasibility may provide natural resource managers with environmentally friendly measures to control alien plant invasion; yet, ecosystem invasibility remains understudied. Here, we investigated alien plant invasion into various ecosystems representing different land use types in a subtropical peri-urban area of south China. Four invasive alien species were found from five out of the six ecosystems. Lower plant diversity in both the overstory and understory was consistently associated with more severe alien plant invasion to the ecosystems. The highest total abundance and plot occurrence of the invasive plants were found in the agroforestry ecosystem representing the highest disturbance. At plot scale, an increase in invasion severity was associated with a significant decrease in overstory stem density, species richness, and diversity, but with a significant increase in overstory plant dominance. The understory community attributes in response to the increase in invasion severity followed similar patterns, except that the stem density increased with invasion severity. Higher canopy openness and thus lower leaf area index and greater understory radiation were associated with higher invasion severity of invasive plants to the understory habitat. For predicting total abundance of the invasive species, the most important variable is land use type, while for the abundance of Lantana camara and Mikania micrantha, the most important predictor variable is overstory Berger-Parker index and canopy openness, respectively. Canopy structure and understory gap light regimes were among the most important factors determining the abundance of the worst invasive plant Mikania micrantha. Our results demonstrate that land use types with varying disturbance regimes determine the spatial heterogeneity in plant diversity and community structure, which predicts alien plant invasion and habitat invasibility; and that the severity of alien plant invasion in turn is a good indicator of habitat disturbance across the ecosystems.		[Zhou, Yi; Su, Yuqiao; Zhong, Yonglin; Xie, Peiyun; Xu, Mingfeng; Su, Zhiyao] South China Agr Univ, Coll Forestry & Landscape Architecture, Guangzhou 510642, Guangdong, Peoples R China; [Su, Zhiyao] South China Agr Univ, Coll Forestry & Landscape Architecture, Guangzhou 510642, Guangdong, Peoples R China								3							Forestry	WOS:000498395600044		
J	de Melo Hoshino, Erico; Tavares-Dias, Marcos								Interannual and Seasonal Variation in Protozoan and Metazoan Parasite Communities of <i>Hemibrycon surinamensis</i>, a Characid Fish Inhabiting the Brazilian Amazon								ACTA PARASITOLOGICA				64	3			479	488		10.2478/s11686-019-00057-5			SEP 2019	2019	Introduction Few studies on the effects of rainy/dry cycle and interannual variation in parasites of Amazonian fish have been carried out. We investigated the influence of interannual variation and seasonality on the community structure and infracommunities of parasites in Hemibrycon surinamensis in a tributary of the Amazon River, in northern Brazil. Materials and methods The fish were examined for the presence of ectoparasites and endoparasites. Results In 2011, 9 parasite species were found (2 Protozoa, 2 Monogenea, 1 Digenea, 2 Nematoda and 2 Crustacea), and in 2016, 10 parasite species (3 Protozoa, 2 Monogenea, 1 Digenea, 3 Nematoda and 1 Pentastomida). No qualitative or quantitative dissimilarity in the component communities of parasites was observed between 2011 and 2016, but Brillouin Diversity Index, species richness and evenness were higher in 2016, while Berger-Parker dominance was higher in 2011. In both years, Ichthyophthirius multifiliis and Piscinoodinium pillulare were predominated. Some few species of parasites had interannual (P. pillulare and Genarchella genarchella) and seasonal (Trichodina sp., I. multifiliis, P. pillulare and J. hexops) variation patterns. Species richness of parasites was higher in the dry season, but Brillouin diversity, evenness and Berger-Parker dominance were similar between the seasons. Such seasonal variations were due to the host's the availability of infectious stages of parasites with direct life cycle. Conclusions Variations due to seasonal dry/rainy cycle, which influenced the availability of infective stages of parasites, and host size are the factors causing the changes interannual.		[de Melo Hoshino, Erico; Tavares-Dias, Marcos] Fed Univ Amapa UNIFAP, Postgrad Program Biodivers PPGBIO, Macapa, AP, Brazil; [Tavares-Dias, Marcos] Embrapa Amapa, Macapa, AP, Brazil; [Tavares-Dias, Marcos] Fed Univ Amapa UNIFAP, Postgrad Program Biodivers PPGBIO, Macapa, AP, Brazil; [Tavares-Dias, Marcos] Embrapa Amapa, Macapa, AP, Brazil								13							Parasitology; Veterinary Sciences; Zoology	WOS:000492596600007		
J	Wolff, Diana; Frese, Cornelia; Schoilew, Kyrill; Dalpke, Alexander; Wolff, Bjoern; Boutin, Sebastien								Amplicon-based microbiome study highlights the loss of diversity and the establishment of a set of species in patients with dentin caries								PLOS ONE				14	7					e0219714	10.1371/journal.pone.0219714			JUL 31 2019	2019	Objectives To elicit patterns in pathogenic biofilm composition we characterized the oral microbiome present in patients with dentin caries in comparison to healthy subjects. Methods 16S amplicon sequencing was used to analyse a total of 56 patients; 19 samples of carious dentin (pooled from at least three teeth) and 37 supragingival samples (pooled from three healthy tooth surfaces). Oral and periodontal status and socio-demographic parameters were recorded. Group assignment, smoking and further socio-demographic parameters were used as explanatory variables in the microbiome composition analysis. Results Overall, a total of 4,110,020 DNA high-quality sequences were yielded. Using a threshold of similarity >97% for assigning operational taxonomic units (OTU), a total of 1,537 OTUs were identified. PERMANOVA showed significant differences in microbiome composition between the groups caries/healthy (p = 0.001), smoking/non-smoking (p = 0.007) and fluoride intake during childhood yes/no (tablets p = 0.003, salt p = 0.023). The healthy microbiome had a significantly higher diversity (alpha diversity, p < 0.001) and a lower dominance (Berger-Parker index, p< 0.001). It was dominated by Fusobacteria. A linear discriminant analysis effect size (LEfSe) yielded a set of 39 OTUs being more abundant in carious dentin samples, including Atopobium spp. (14.9 log2FoldChange), Lactobacillus casei (11.6), Acinetobacter spp. (10.8), Lactobacillus gasseri (10.6), Parascardovia denticolens (10.5), Olsenella profusa (10.4), and others. Also Propionibacterium acidifaciens (7.2) and Streptococcus mutans (5.2) were overabundant in caries lesions. Conclusions The healthy microbiome was highly diverse. The advanced caries microbiome was dominated by a set of carious associated bacteria where S. mutans played only a minor role. Smoking and fluoride intake during childhood influenced the microbiome composition significantly. Clinical significance The presented investigation adds knowledge to the still not fully comprehended patterns of oral microbiomes in caries compared with oral health. By analysing the genetics of biofilm samples from oral health and severe tooth decay we found distinct discriminating species which could be targets for future therapeutic approaches.		[Wolff, Diana] Univ Tubingen, Ctr Dent Oral Med & Maxillofacial Surg, Dept Conservat Dent, Tubingen, Germany; [Frese, Cornelia; Schoilew, Kyrill; Wolff, Bjoern] Heidelberg Univ, Sch Dent Med, Dept Conservat Dent, Heidelberg, Germany; [Dalpke, Alexander] Tech Univ Dresden, Med Microbiol & Hyg, Dresden, Germany; [Boutin, Sebastien] Univ Hosp Heidelberg, Dept Infect Dis Med Microbiol & Hyg, Heidelberg, Germany; [Wolff, Diana] Univ Tubingen, Ctr Dent Oral Med & Maxillofacial Surg, Dept Conservat Dent, Tubingen, Germany								21							Multidisciplinary Sciences	WOS:000484983600016		
J	Vargas Batis, Belyani; Gonzalez Amita, Randy; Rodriguez Fonseca, Rubert; Garces Castillo, Wilder								COMPOSITION, DIVERSITY AND DISTRIBUTION OF FRUIT SPECIES IN SUBURBAN FARMS OF SANTIAGO DE CUBA								REVISTA UNIVERSIDAD Y SOCIEDAD				11	4			94	105					JUL-SEP 2019	2019	The objective of the work was to determine the composition, diversity and distribution of fruit species in farms of suburban agriculture in Santiago de Cuba. Once the farms were selected, the fruit species were classified and floristic lists were prepared and used to determine the composition. Diversity alpha (alpha) was evaluated the Species Richness (S), Dominance of Berger-Parker (d) and General Diversity (Shannon H') while diversity of beta (beta) Sorenson similarity index (Iss) was taken into account. For the distribution, a bibliographic analysis was carried out identifying the main ranges of distribution in relation to Cuba. The composition of the fruit species had a fairly stable behavior from one period to the other always with a slight tendency to decrease although, by farms, an increase was experienced. Only the Anacardiaceous family has good representativeness in both periods with at least one species sampled and present in 100 % of the farms. The diversity a showed an increase with the arrival of the rain, however, the species classified as scarce predominated. The diversity beta showed a predominant of law similitude among the compared samples. The fruit trees of these farms are mostly exotic species and grown in Cuba that have a high invasive potential and in more than 60 % are considered low-fruity.		[Vargas Batis, Belyani; Rodriguez Fonseca, Rubert; Garces Castillo, Wilder] Univ Oriente, Santiago De Cuba, Cuba; [Gonzalez Amita, Randy] Empresa Cultivos Varios Laguna Blanca Contramaest, Santiago De Cuba, Cuba; [Vargas Batis, Belyani] Univ Oriente, Santiago De Cuba, Cuba								1							Social Sciences, Interdisciplinary	WOS:000473632200013		
