PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Putra, D.; Susanti, T.; Risnita, R.; Kurniawan, B.; Ampa, B.			IOP					Indirect effect of pesticides utilization towards diversity of pollinator insects in chili plantation								IOP Conference Series-Materials Science and Engineering				1098						052054	10.1088/1757-899X/1098/5/052054			2021	2021	The contribution of insect pollinators to the ecology and production of food crops is threatened by excessive use of pesticides. Pesticides have an impact on reducing the presence of pollinators in agricultural land. The diversity of pollinators depends on food availability and habitat quality. This research emphasizes the diversity of insect pollinators by the application of pesticides in chili plantations in Muaro Jambi, Sumatra. Insect observations were conducted on April-May 2018 using the scan sampling method. Specimen collection is carried out from 08.00-16.00. Data analysis used Shannon-wiener diversity index (H '), Simpson's index (D), and Pielou evenness index (E). The results of the study were 498 collected individuals consisting of 9 species. Apis melifera, Apis cerana, and Eurema hecabe are the most dominant insect pollinators. Whereas Apis mellifera showed two peaks of flower visitation (an intense first one between 08.00 until 11.00 a.m. and a second less intense one after 14.00 p.m.). Pollinator insect diversity index in the medium category. Our observations also show that the application of pesticides, anthesis and dehiscence to flowers as well as the activity of pollinating insects which together cause low diversity index values.		[Putra, D.; Susanti, T.; Risnita, R.; Kurniawan, B.; Ampa, B.] UIN Sulthan Thaha Saifuddin, Dept Biol Educ, Jambi, Indonesia; [Kurniawan, B.] UIN Sulthan Thaha Saifuddin, Dept Biol Educ, Jambi, Indonesia				5th Annual Applied Science and Engineering Conference (AASEC)	APR 20-21, 2020	Univ Negeri Jakarta; UIN Sunan Gunung Djati; Univ Trisakti; Politeknik Enjinering Indorama; Univ Warmadewa; Sampoerna Univ	Univ Pendidikan Indonesia, Sch Postgraduate Studies, Tech & Vocat Educ Stu, Bandung, INDONESIA	2							Computer Science, Theory & Methods; Engineering, Multidisciplinary; Materials Science, Multidisciplinary	WOS:000664289903002		
J	Li, Yanran; Yu, Zhengda; Ji, Shuping; Meng, Jiao; Kong, Qiang; Wang, Renqing; Liu, Jian								Diverse drivers of phytoplankton dynamics in different phyla across the annual cycle in a freshwater lake								JOURNAL OF FRESHWATER ECOLOGY				36	1			13	29		10.1080/02705060.2020.1868586			JAN 1 2021	2021	An understanding of the annual variations in the phytoplankton community in freshwater lakes, and of the drivers responsible for these variations, is essential for lake management. In this study we collected and analyzed seasonal samples of phytoplankton and assessed environmental variables in Nansi Lake from 2011 to 2015, in order to identify the seasonal dynamics of the phytoplankton community and the main drivers in each phylum. The results showed that phytoplankton diversity in Nansi Lake followed annual cycles, which were interrupted by a water diversion in 2013. The disruption of equilibrium was clearly demonstrated by the Shannon-Wiener diversity index, Pielou's evenness index, and Simpson's dominance index, whereas the species richness and abundance showed resilience, maintaining regular annual cycles. The dominant species were frequently Synedra acus Kutz (Bacillariophyta), Closterium gracile Breb (Chlorophyta), and Scenedesmus quadricauda Breb (Chlorophyta) in summer and autumn. Non-metric multidimensional scaling (NMDS) analysis suggested that the phytoplankton was most widely distributed in summer, when conditions were more conducive to phytoplankton growth and reproduction. Redundancy analysis (RDA) indicated that the main drivers for the phytoplankton community varied in different taxonomic units. Specifically, the NP ratio and permanganate index (CODMn) had significant effects on Chlorophyta, whereas pH, dissolved oxygen (DO), and transparency significantly influenced Bacillariophyta. This study highlights the importance of seasonal phytoplankton succession and the need for identification of the main drivers in each phylum in order to achieve more effective control of phytoplankton blooms in freshwater lakes.		[Li, Yanran; Ji, Shuping; Liu, Jian] Shandong Univ, Environm Res Inst, Qingdao 266237, Peoples R China; [Yu, Zhengda] Qingdao Univ, Coll Environm Sci & Engn, Qingdao, Peoples R China; [Meng, Jiao; Kong, Qiang] Shandong Normal Univ, Coll Geog & Environm, Jinan, Peoples R China; [Wang, Renqing] Shandong Univ, Sch Life Sci, Qingdao, Peoples R China; [Liu, Jian] Shandong Univ, Environm Res Inst, Qingdao 266237, Peoples R China								6							Ecology; Limnology	WOS:000641733900001		
J	Iqbal, Javed								Impact of silvicultural system on natural regeneration in Western Himalayan moist temperate forests of Pakistan								JOURNAL OF FOREST SCIENCE				67	3			101	112		10.17221/124/2020-JFS			2021	2021	Site conditions (topography, aspect, moisture availability, humus thickness, light exposure, and grazing activities) play a vital role in the germination and regeneration process. The research was conducted in the Himalayan moist temperate forest. The research site was divided based on the silvicultural system (group selection system and single-tree selection system) into 148 plots and 150 plots, respectively. The group selection system was examined on the site of 2 ha which was clear-felled under a project in the 1980's. The present study examined the impact of silvicultural systems on regeneration. The frequency table was used, and relative frequency was calculated for the species and silvicultural system, density per m 2 was also calculated. Diversity indices were calculated through taxa, dominance, Simpson's index, Shannon index, evenness, equitability, and fisher alpha. Ten taxa were found in both silvicultural systems, with individual repetition of 17 and 15 taxa, respectively. Group selection is more compact visibly as compared to the single-tree selection system. The single-tree selection system is more diversified in species composition, stand structure, moisture availability, and less humus availability. The study also highlights future predictions for the conservation of these forests, which are highly sensitive and a hotspot for wildlife and climate change phenomena. Silvicultural practices such as silvicultural system, cleaning, weeding, thinning operations are regularly practiced, which can reduce the negative impact on these productive forests.		[Iqbal, Javed] Czech Univ Life Sci Prague, Fac Forestry & Wood Sci, Dept Silviculture, Prague, Czech Republic; [Iqbal, Javed] Shaheed Benazir Bhutto Univ, Dept Forestry, Upper Dir, Khyber Pakhtunk, Pakistan; [Iqbal, Javed] Czech Univ Life Sci Prague, Fac Forestry & Wood Sci, Dept Silviculture, Prague, Czech Republic; [Iqbal, Javed] Shaheed Benazir Bhutto Univ, Dept Forestry, Upper Dir, Khyber Pakhtunk, Pakistan								2							Forestry	WOS:000626723700001		
J	Mrozinska, Sandra; Kapusta, Przemyslaw; Gosiewski, Tomasz; Sroka-Oleksiak, Agnieszka; Ludwig-Slomczynska, Agnieszka H.; Matejko, Bartlomiej; Kiec-Wilk, Beata; Bulanda, Malgorzata; Malecki, Maciej T.; Wolkow, Pawel P.; Klupa, Tomasz								The Gut Microbiota Profile According to Glycemic Control in Type 1 Diabetes Patients Treated with Personal Insulin Pumps								MICROORGANISMS				9	1					155	10.3390/microorganisms9010155			JAN 2021	2021	Recently, several studies explored associations between type 1 diabetes (T1DM) and microbiota. The aim of our study was to assess the colonic microbiota structure according to the metabolic control in T1DM patients treated with insulin pumps. We studied 89 T1DM patients (50.6% women) at the median age of 25 (IQR, 22-29) years. Pielou's evenness (p = 0.02), and Shannon's (p = 0.04) and Simpson's diversity indexes (p = 0.01), were higher in patients with glycosylated hemoglobin (HbA1c) >= 53 mmol/mol (7%). There were no differences in beta diversity between groups. A linear discriminant analysis effect size (LEfSe) algorithm showed that one family (Ruminococcaceae) was enriched in patients with HbA1c < 53 mmol/mol, whereas one family (Streptococcaceae) and four species (Ruminococcus torques, unclassified species of Lactococcus, Eubacteroim dolichum, and Coprobacillus cateniformis) were enriched in patients with HbA1c >= 53 mmol/mol. We found that at class level, the following pathways according to Kyoto Encyclopedia of Genes and Genomes were enriched in patients with HbA1c < 53 mmol/mol: bacterial motility proteins, secretion system, bacterial secretion system, ribosome biogenesis, translation proteins, and lipid biosynthesis, whereas in patients with HbA1c >= 53 mmol/mol, the galactose metabolism, oxidative phosphorylation, phosphotransferase system, fructose, and mannose metabolism were enriched. Observed differences in alpha diversity, metabolic pathways, and associations between bacteria and HbA1c in colonic flora need further investigation.		[Mrozinska, Sandra; Matejko, Bartlomiej; Kiec-Wilk, Beata; Malecki, Maciej T.; Klupa, Tomasz] Jagiellonian Univ Med Coll, Fac Med, Dept Metab Dis, 2 Jakubowskiego St, PL-30688 Krakow, Poland; [Mrozinska, Sandra; Matejko, Bartlomiej; Kiec-Wilk, Beata; Malecki, Maciej T.; Klupa, Tomasz] Univ Hosp, Dept Metab Dis, 2 Jakubowskiego St, PL-30688 Krakow, Poland; [Kapusta, Przemyslaw; Ludwig-Slomczynska, Agnieszka H.; Wolkow, Pawel P.] Jagiellonian Univ Med Coll, Ctr Med Genom OMICRON, 7c Kopernika St, PL-31034 Krakow, Poland; [Gosiewski, Tomasz; Sroka-Oleksiak, Agnieszka; Bulanda, Malgorzata] Jagiellonian Univ Med Coll, Fac Med, Dept Microbiol, 18 Czysta St, PL-31121 Krakow, Poland; [Klupa, Tomasz] Jagiellonian Univ Med Coll, Fac Med, Dept Metab Dis, 2 Jakubowskiego St, PL-30688 Krakow, Poland; [Klupa, Tomasz] Univ Hosp, Dept Metab Dis, 2 Jakubowskiego St, PL-30688 Krakow, Poland								14							Microbiology	WOS:000610580400001		
J	Mohammadi, Jahangir; Shataee, Shaban; Naesset, Erik								Modeling tree species diversity by combining ALS data and digital aerial photogrammetry								SCIENCE OF REMOTE SENSING				2						100011	10.1016/j.srs.2020.100011			DEC 2020	2020	Monitoring and assessment of tree species diversity in forests are essential tasks for forest managers. In the present study, we investigated the effectiveness of airborne laser scanner (ALS) and digital aerial photogrammetry (DAP) data for modeling tree diversity indices using machine learning algorithms in the uneven-aged Hyrcanian forests of Iran. Systematic sampling was adopted for the collection of field data on 300 circular plots (0.1 ha) in the study area. Menhenick, Margalef, Simpson's heterogeneity, reciprocal of Simpson's heterogeneity, Shanon-Winer heterogeneity and Simpson's evenness indices were computed as measures of tree species diversity for each plot. Several commonly used variables were extracted from the ALS and DAP data. The results showed that the random forests (RF) algorithm produced the greatest accuracy among all machine learning algorithms. Additionally, combining ALS and DAP (ALS thorn DAP) data increased prediction accuracy compared to separate modeling (0.2-6.6% reduction in relative root mean square error). The smallest RMSE% values based on independent validation data for Menhenick, Margalef, Simpson's, reciprocal of Simpson's, Shanon-Winer heterogeneity and Simpson's evenness indices were 34.6%, 32.2%, 27.6%, 27.4%, 30.7% and 24.4%, respectively. These results demonstrate that the combination of ALS and DAP could be useful for monitoring tree species diversity in multistory stands in the north of Iran and likely also in forests with complex canopy structures and multiple tree species.		[Mohammadi, Jahangir; Shataee, Shaban] Gorgan Univ Agr Sci & Nat Resource, Forest Sci Fac, Dept Forestry, Gorgan 4913815739, Iran; [Naesset, Erik] Norwegian Univ Life Sci, Fac Environm Sci & Nat Resource Management, POB 5003, NO-1432 As, Norway; [Mohammadi, Jahangir] Gorgan Univ Agr Sci & Nat Resource, Forest Sci Fac, Dept Forestry, Gorgan 4913815739, Iran								4							Environmental Sciences; Remote Sensing; Imaging Science & Photographic Technology	WOS:001007421900005		
J	Yuan, Danni; Chen, Liangdong; Luan, Leilei; Wang, Qing; Yang, Yufeng								Effect of Salinity on the Zooplankton Community in the Pearl River Estuary								JOURNAL OF OCEAN UNIVERSITY OF CHINA				19	6			1389	1398		10.1007/s11802-020-4449-6			DEC 2020	2020	Understanding the relationship between the zooplankton distribution and salinity may provide key information to understand ecosystem function under the condition of a global mean sea level rise caused by global climate change. However, little is known about how increasing salinity level will affect the entire zooplankton community on a large scale. Here we completed 1 year of field investigations on the Pearl River Estuary and analyzed the distribution and structure of the zooplankton community. A total of 68 zooplankton species were identified during the survey. The number and diversity (richness, evenness, Shannon index, and Simpson's index) of the zooplankton species decreased as salinity increased from 0.10 to 21.26. Salinity negatively affected the abundances of rotifers, cladocerans, and total zooplankton, while it had little effect on copepod abundance. Some salt-tolerant species, such as Keratella tropica, Polyarthra vulgaris, and Paracalanus crassirostris, survived at high-salinity sites. A pattern was observed at all sites: the peak in copepod abundance always occurred when rotifers were abundant (sites S1 and S2) or after rotifer abundance reached a maximum level (sites S3, S4, and S5). In general, salinity was the most important environmental factor shaping zooplankton biodiversity and abundance. This study provides insight into potential biodiversity and structure of the zooplankton community in response to salinity change.		[Yuan, Danni; Chen, Liangdong; Luan, Leilei; Wang, Qing; Yang, Yufeng] Jinan Univ, Key Lab Eutrophicat & Red Tide Control, Inst Hydrobiol, Guangzhou 510632, Peoples R China; [Yuan, Danni] Chinese Acad Sci, Ctr Microalgal Biotechnol & Biofuels, Inst Hydrobiol, Wuhan 430072, Peoples R China; [Wang, Qing; Yang, Yufeng] Southern Marine Sci & Engn Guangdong Lab Zhuhai, Zhuhai 519000, Peoples R China; [Wang, Qing; Yang, Yufeng] Jinan Univ, Key Lab Eutrophicat & Red Tide Control, Inst Hydrobiol, Guangzhou 510632, Peoples R China; [Wang, Qing; Yang, Yufeng] Southern Marine Sci & Engn Guangdong Lab Zhuhai, Zhuhai 519000, Peoples R China								15							Oceanography	WOS:000589197500017		
J	Fagbohun, Ifeoluwa Kayode; Idowu, Emmanuel Taiwo; Awolola, Taiwo Samson; Otubanjo, Olubunmi Adetoro								Seasonal abundance and larval habitats characterization of mosquito species in Lagos State, Nigeria								SCIENTIFIC AFRICAN				10						e00656	10.1016/j.sciaf.2020.e00656			NOV 2020	2020	The knowledge of the ecology and abundance of mosquito is important in determining the potential risk of exposure to mosquito-borne diseases and the appropriate control measure to effectively reduce the mosquito population. A survey was carried out in four Local Government Areas (LGAs) of Lagos State, Nigeria for one year to determine the abundance, diversity, and larval habitat characteristics of mosquito. Larvae were collected using WHO standard methods, the physiochemical characteristics of the habitats were recorded, the larvae were reared to adults and identified using morphological identification keys and molecular assays. Adult mosquitoes were also collected outdoor using a trap with octanol attractant. Five species belonging to 3 genera were collected and identified as Anopheles gambiae complex, Anopheles furies tus complex, Culex quinquefasciatus, Aedes aegypti, and Aedes albopictus. Cx quinquefasciatus (37.7%) is the most abundant followed by Ae aegypti (31.3%) and An. gambiae s.l. (26.9%) while Ae. albopictus (1.9%) is the least abundant. The larval abundance within the different species showed a high level of statistical significance (P<0.001). Simpson's index was found to range from 0.6751 to 0.6926 for all the sampled locations while the Shannon index ranges from 1.187 to 1.242 and Evenness ranges from 0.6566 to 0.7134. The average physiochemical parameter of the water bodies harboring the mosquito larvae includes pH ranging from 7.2 +/- 0.1 to 7.7 +/- 0.2, Conductivity ranging from 0.35 +/- 0.2 to 0.83 +/- 0.46, temperature ranging from 28.7 +/- 0.65 to 31.3 +/- 0.71, and TDS ranging from 330 +/- 158.4 to 571.5 +/- 320. An increase in the global temperature as a result of climate change could have an effect on temperature and other physiochemical parameters of mosquito larval habitats, thereby altering the duration of their metamorphosis, subsequently an upsurge in adult mosquito abundance leading potential outbreak of mosquito-borne diseases. (C) 2020 The Author(s). Published by Elsevier B.V. on behalf of African Institute of Mathematical Sciences / Next Einstein Initiative.		[Fagbohun, Ifeoluwa Kayode; Idowu, Emmanuel Taiwo; Otubanjo, Olubunmi Adetoro] Univ Lagos, Dept Zool, Lagos, Nigeria; [Awolola, Taiwo Samson] Nigeria Inst Med Res, Vector Res Unit, Lagos, Nigeria; [Fagbohun, Ifeoluwa Kayode] Univ Lagos, Dept Zool, Lagos, Nigeria								2							Multidisciplinary Sciences	WOS:000658475200100		
J	Kopij, Grzegorz								Changes in the structure of avian community along a moisture gradient in an urbanized tropical riparian forest								POLISH JOURNAL OF ECOLOGY				68	3			251	262		10.3161/15052249PJE2020.68.3.006			NOV 2020	2020	In larger river valleys of southern Africa, riparian forests are among the main vegetation types. The forests are regarded as ones of the most diverse and distinct terrestrial habitats on earth. They also play a crucial role in wildlife conservation as corridors and refugia for wildlife. It is hypothesized that the closer to the river bank, the higher the species diversity, while population densities may increase with the increase of the distance from the river bank. In 2014, quantitative studies (by means of the mapping method) on avian community breeding in such forest on Zambezi River in Katima Mulilo were undertaken to measure this gradient. Four plots were designed along an increasing distance from the river bank in this forest. In terms of the number of species, there was a significant gradual decrease with the increasing distance from the bank (from 91 to 54 species). The number of breeding pairs per 100 ha increased with the moisture gradient (from 222 to 677). Shannon's (H') and Simpson's (D) indices were higher in the two plots closer to the bank river (H'= 3.44-3.85; D = 0.97-0.99), than in the two remaining plots (H' = 3.13-3.15; D = 0.92-0.93). Also the Pielou's Evenness Index was higher in two plots closer to the bank (J' = 0.84-0.85 vs. 0.77-0.78). The proportion of granivores in the avian community declined along the moisture gradient, while that of insectivores and frugivores - increased. These gradual changes can be linked to a parallel gradual changes of the amount of fruits and invertebrates.		[Kopij, Grzegorz] Wroclaw Univ Environm & Life Sci, Dept Vertebrate Ecol, Kozuchowska 5b, PL-51631 Wroclaw, Poland; [Kopij, Grzegorz] Wroclaw Univ Environm & Life Sci, Dept Vertebrate Ecol, Kozuchowska 5b, PL-51631 Wroclaw, Poland								1							Ecology	WOS:000595599800006		
J	Fang, Haiyan								Impact of land use changes on catchment soil erosion and sediment yield in the northeastern China: A panel data model application								INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH				35	5			540	549		10.1016/j.ijsrc.2020.03.017			OCT 2020	2020	Land use is an important factor influencing soil erosion and sediment yield (SESY). Regressing soil erosion intensity (SEI) and sediment yield (SY) to land use characteristics can provide necessary information for controlling soil loss. However, current simple regression methods emphasize cross sectional parameters, with less emphasis on temporal variability of relevant land use parameters so that the derived effects of land use change on SESY can be biased. Here, a panel data method was applied to quantify the impact of land use change on SESY in 1954, 1975, and 2015, based on the WaTEM/SEDEM model and seven landscape metrics for 25 reservoir catchments in northeastern China. The results indicate that SEI and area-specific SY (SSY) continuously decreased from 1954 to 2015, which were significantly correlated with landscape metrics such as area-edge metrics of mean patch area (AREA_MN), shape index of the mean related circumscribing circle (CIRCLE_MN), aggregation index of effective mesh size (MESH), patch cohesion index (COHESION), and diversity metrics such as Shannon's diversity index (SHDI), patch richness density (PRD), and modified Simpson's evenness index (MSIEI). The results suggested that catchment SESY can be reduced through decreasing mean patch area, patch mesh size, and physical connectivity of patches, enriching landscape types, and elongating land use patches. These findings are helpful to effectively implement soil conservation measures in northeastern China and similar regions worldwide. The current study also implies that the panel data approach will have beneficial potential applications in earth-science research fields. (C) 2020 International Research and Training Centre on Erosion and Sedimentation/the World Association for Sedimentation and Erosion Research. Published by Elsevier B.V. All rights reserved.		[Fang, Haiyan] Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, Key Lab Water Cycle & Related Land Surface Proc, Beijing 100101, Peoples R China; [Fang, Haiyan] Univ Chinese Acad Sci, Coll Resources & Environm, Beijing 100049, Peoples R China; [Fang, Haiyan] Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, Key Lab Water Cycle & Related Land Surface Proc, Beijing 100101, Peoples R China; [Fang, Haiyan] Univ Chinese Acad Sci, Coll Resources & Environm, Beijing 100049, Peoples R China								13							Environmental Sciences; Water Resources	WOS:000542222800009		
J	Raghavendra, K. N.; Arvind, Kumar; Anushree, G. K.; Grace, Tony								Biodiversity of butterflies in endosulfan-affected areas of Kerala, India								JOURNAL OF BASIC AND APPLIED ZOOLOGY				81	1					58	10.1186/s41936-020-00192-w			SEP 29 2020	2020	Background: Butterflies are considered as bio-indicators of a healthy and diversified ecosystem. Endosulfan was sprayed indiscriminately in large plantations of Kasaragod district, Kerala which had caused serious threats to the ecosystem. In this study, we surveyed the butterflies for their abundance and diversity in three differentially endosulfan-affected areas viz., Enmakaje-highly affected area, Periye-moderately affected area, Padanakkad-unaffected area, carried out between the end of the monsoon season and the start of the winter season, lasting approximately 100 days. Seven variables viz., butterfly abundance (N), species richness (S), Simpson's reciprocal index (D), the Shannon-Wiener index (H), the exponential of the Shannon-Wiener index (expH), Pielou's evenness (J) and species evenness (D/S), related to species diversity were estimated, followed by the one-way ANOVA (F = 25.01, p < 0.001) and the Kruskal-Wallis test (H = 22.59, p < 0.001). Results: A population of three different butterfly assemblages comprised of 2300 butterflies which represented 61 species were encountered. Our results showed that Enmakaje displayed significantly lower butterfly diversity and abundance, compared to the other two communities. Conclusion: So far, this is the first study concerning the effect of endosulfan on the biodiversity of butterfly in the affected areas of Kasaragod, Kerala, India. This study may present an indirect assessment of the persisting effects of endosulfan in the affected areas, suggesting its long-term effects on the ecosystem.		[Raghavendra, K. N.; Arvind, Kumar; Anushree, G. K.; Grace, Tony] Cent Univ Kerala, Dept Genom Sci, Kasaragod 671316, Kerala, India; [Grace, Tony] Cent Univ Kerala, Dept Genom Sci, Kasaragod 671316, Kerala, India								0							Biology	WOS:001000499200002		
J	Gonzalez-Hernandez, M. P.; Mouronte, V.; Romero, R.; Rigueiro-Rodriguez, A.; Mosquera-Losada, M. R.								Plant diversity and botanical composition in an Atlantic heather-gorse dominated understory after horse grazing suspension: Comparison of a continuous and rotational management								GLOBAL ECOLOGY AND CONSERVATION				23						e01134	10.1016/j.gecco.2020.e01134			SEP 2020	2020	Floristic diversity changes substantially depending on the type of land management. We evaluated the impact of a continuous (CG) and rotational (RG) grazing system on the dynamics of plant diversity and community composition in a heather-gorse understory after a two and six-year pause from horse grazing. Previously grazed sites had higher total and rare species richness and diversity than ungrazed (UN), regardless the type of grazing system. The positive impact of previous grazing on species richness was higher in CG and continued after six years in both grazing systems. Seven species of high conservation interest in heathlands were present in the studied areas. Most of them were associated to CG management and none was exclusively in RG. The reduction of the shrub component by previous horse grazing led to a decrease of gorse dominance, thus potentially reducing fire risk and increasing plant diversity. The extent of the positive effect of horse grazing controlling excessive accumulation of combustible material and favoring species richness differed when relative abundance of species, and not solely the number of species, was taken into account (Simpson's dominance increased and Pielou's evenness decreased after six years). Overall, the effects of previous rotational and continuous grazing on plant diversity in an Atlantic heather-gorse dominated plant community were still apparent 2 or 6 years after grazing interruption, although declined after the six-year grazing interlude. Rotational management revealed a slight advantage upon the control of gorse biomass long term, and assisted to maintain the relative abundance of species more evenly over time. The alpha and beta diversity indices confirmed that plant diversity similarity between rotational and continuous management increased after six years. (C) 2020 The Author(s). Published by Elsevier B.V.		[Gonzalez-Hernandez, M. P.; Mouronte, V.; Romero, R.; Rigueiro-Rodriguez, A.; Mosquera-Losada, M. R.] Univ Santiago de Compostela, Dept Crop Prod & Projects Engn, Lugo 27002, Spain; [Gonzalez-Hernandez, M. P.] Univ Santiago de Compostela, Dept Crop Prod & Projects Engn, Lugo 27002, Spain								15							Biodiversity Conservation; Ecology	WOS:000568734400005		
J	Li, Wei; He, Shuqiang; Cheng, Xiping; Zhang, Gengxin								Short-term effects of experimental trampling on alpine grasslands in Shangri-la, China								GLOBAL ECOLOGY AND CONSERVATION				23						e01161	10.1016/j.gecco.2020.e01161			SEP 2020	2020	Alpine grasslands provide essential ecosystem functions and services, yet they are increasingly subject to anthropogenic perturbations. Northwest Yunnan (NWY) is one of the most popular tourist destinations in China, and alpine grasslands of NWY are particularly susceptible to human recreational activities such as hiker trampling. However, studies that explicitly evaluate the effects of trampling disturbance on alpine communities of NWY are very limited, let alone research testing the responses of these communities to trampling from a functional trait perspective. The present research is performed in alpine grasslands within and outside of a core nature conservation area of Shangri-La, NWY of China, to study speciesand community-level responses of alpine communities to simulated trampling through a functional trait-based approach. The results showed that although species-specific differences existed, alpine plants generally showed rapid morphological changes in response to trampling disturbance. At the community level, trampling disturbance caused strong shifts in taxonomy-based diversity metrics (e.g., species richness, Simpson's index and Shannon's index) and functional trait-based diversity metrics (e.g., functional richness, functional evenness, functional divergence, and community-weighted mean trait values). Specifically, increased trampling intensity led to a decrease in taxonomic diversity. Meanwhile, functional richness decreased, while functional evenness and functional divergence increased with an increase in trampling intensity. Also, characteristics of alpine community traits had changed towards those with shorter height, reduced leaf size and lower LDMC, and such strong shifts in taxonomic and functional diversity might further affect the functioning and value of alpine grasslands. Therefore, the protection of high-altitude natural grasslands with high sensitivity and vulnerability is urgent, especially as they are increasingly experiencing multiple environ mental and climatic stressors nowadays. (C) 2020 The Authors. Published by Elsevier B.V.		[Li, Wei; He, Shuqiang; Cheng, Xiping] Southwest Forestry Univ, Sch Geog & Ecotourism, Kunming 650224, Yunnan, Peoples R China; [Zhang, Gengxin] Chinese Acad Sci, Inst Tibetan Plateau Res, Key Lab Alpine Ecol & Biodivers, Beijing, Peoples R China; [Li, Wei] Southwest Forestry Univ, Sch Geog & Ecotourism, Kunming 650224, Yunnan, Peoples R China								7							Biodiversity Conservation; Ecology	WOS:000568728500013		
J	Lu, Jie; Li, Zhaoqing; Gao, Tan; Tang, Xiaoqin								Seed bank characteristics in a<i>Pinus densata</i>forest and its relationship with vegetation diversity in Southeast Tibet, China								ECOLOGY AND EVOLUTION				10	17			9214	9222		10.1002/ece3.6603			SEP 2020	2020	Objective We aimed to understand the basic characteristics of the underground seed bank ofPinus densataforest and its relationship with aboveground vegetation, to provide a theoretical basis for vegetation restoration. Methods The study sites were Dongjiu Bridge (DJ), Linji Bridge (LZ), and Birishen Mountain Scenic Spot (RB) in Gongbu Nature Reserve, Southeast Tibet, China. Species composition and distribution pattern of the underground seed bank inP.densataforest were analyzed. Germination data and field investigations were used to examine the similarities between aboveground vegetation and underground seed banks, and their responses to the environment. Results There were 47 species belonging to 27 families in the underground seed bank of theP. densataforest. Asteraceae, Rosaceae, Labiatae, and Poaceae were dominant, accounting for 40.4% of the total number of families. Underground seed density was 2,114, 1,952, and 1,141 seeds/m(2)in DJ, LZ, and BR, respectively. The percentage of different life-forms in each sampling location was shown to be perennial herbs > shrubs > annual herbs > trees > subshrubs. The Shannon-Wiener diversity index, Margalef richness index, and Simpson's dominance index of each sample showed that species decreased with higher elevation, while the Pielou evenness index showed the opposite trend. Elevation, slope position, slope aspect, and slope were positively correlated with the Pielou evenness index and negatively correlated with the Shannon-Wiener diversity index, Margalef richness index, and Simpson's dominance index. The Sorensen index, comparing the similarity between the underground seed bank and aboveground vegetation of DJ, LZ, and BR was 0.46, 0.35, and 0.31, respectively. Conclusion The underground seed bank ofP. densataforest has high seed density and high species richness, but there was little similarity between aboveground vegetation and underground seed bank. Elevation and slope position had a great influence on the uniformity of species distribution.		[Lu, Jie; Li, Zhaoqing; Gao, Tan] Tibet Agr & Anim Husb Univ, Res Inst Tibet Plateau Ecol, Nyingchi 860000, Peoples R China; [Lu, Jie; Li, Zhaoqing; Gao, Tan; Tang, Xiaoqin] Tibet Agr & Anim Husb Univ, Minist Educ, Key Lab Forest Ecol Tibet Plateau, Nyingchi, Peoples R China; [Tang, Xiaoqin] Tibet Agr & Anim Husb Univ, Plant Sci Coll, Nyingchi, Peoples R China; [Lu, Jie] Tibet Agr & Anim Husb Univ, Res Inst Tibet Plateau Ecol, Nyingchi 860000, Peoples R China								3							Ecology; Evolutionary Biology	WOS:000560742900001		
