PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Fai, Patricia Bi Asanga; Kenko, Daniel Brice Nkontcheu; Tchamadeu, Norbert Ngameni; Mbida, Mpoame; Korejs, Krystof; Riegert, Jan								Use of multivariate analysis to identify phytoplankton bioindicators of stream water quality in the monomodal equatorial agroecological zone of Cameroon								ENVIRONMENTAL MONITORING AND ASSESSMENT				195	6					788	10.1007/s10661-023-11390-8			JUN 2023	2023	The aquatic ecosystem is compromised by many contaminants that may reduce ecosystem functions and severely affect human health. This study aimed at determining suitable phytoplankton bioindicators of water quality for biomonitoring of freshwater streams in the monomodal agroecological zone of Cameroon. Water physicochemical and hydrological parameters, together with phytoplankton abundance and diversity, were measured from June 2016 to May 2017 along the Benoe Stream. Principal component analysis and redundancy analysis were used to determine phytoplankton spatial and temporal distribution and identify indicator species. The Shannon-Wiener diversity and Pielou's evenness indices indicated a clean to mildly polluted stream with a diverse phytoplankton community consisting of 84 genera belonging to 51 families that was dominated by the Bacillariophyta (64%), followed by Chlorophyta (13%) and Cyanophyta (10%). The total dissolved solids, electrical conductivity, stream water velocity, and discharge were the most important stream characteristics affecting the abundance of the dominant phytoplankton genera. Seasonal variations in the stream characteristics as well as spatial community distribution along an urban-small-scale farming - large-scale farming gradient were unveiled and their influence on the phytoplankton relative abundances. Increased abundance of Synedra ulna was indicative of low TDS and EC, which was the contrary for Gyrosigma baltium dominance. High Pleurosira laevis abundance was associated with the urban zone while high Diatoma sp. and Oscillatoria sp. abundances were related to the large-scale farming zone of the stream. These phytoplankton species have good potential for use as bioindicators for stream water quality monitoring in the monomodal agroecological zone.		[Fai, Patricia Bi Asanga; Kenko, Daniel Brice Nkontcheu; Tchamadeu, Norbert Ngameni; Mbida, Mpoame] Univ Dschang, Dschang Sch Sci & Technol, Dept Anim Biol, BP 96 Dschang, Dschang, West Region, Cameroon; [Fai, Patricia Bi Asanga] Univ Bamenda, Coll Technol, POB 70, Bambili, North West Regi, Cameroon; [Kenko, Daniel Brice Nkontcheu] Univ Buea, Fac Sci, Dept Anim Biol & Conservat, Buea, Cameroon; [Korejs, Krystof; Riegert, Jan] Univ South Bohemia Ceske Budejovice, Fac Sci, Dept Zool, Ceske Budejovice 176037005, South Bohemia, Czech Republic; [Fai, Patricia Bi Asanga] Univ Dschang, Dschang Sch Sci & Technol, Dept Anim Biol, BP 96 Dschang, Dschang, West Region, Cameroon								1							Environmental Sciences	WOS:001000394800009		
J	Semy, Khikeya; Singh, Maibam Romeo								Changes in plant diversity and community attributes of coal mine affected forest in relation to a community reserve forest of Nagaland, Northeast India								TROPICAL ECOLOGY											10.1007/s42965-023-00310-z				2023	This study assessed changes in herb, shrub and tree composition of Coal mining-affected forest (CMAF) area in relation to a community reserve forest designated as Non-affected forest (NAF) of Changki village, Nagaland, Northeast India. In all the three plant life forms, Shannon-Wiener index, Simpson's diversity index and Margalef richness index showed higher species diversity and richness in NAF compared to CMAF while Sorenson's index reveals a low species similarity between the sites. Pielou's evenness was higher at NAF and a contiguous pattern was prominently distributed in both the forest. The family Poaceae, Asteraceae and Cyperaceae dominated the CMAF while Euphorbiaceae, Rubiaceae and Poaceae dominated NAF. The NAF has greater plant density compared to CMAF and the IVI shows the dominant status of native tree Terminalia myriocarpa in the Northeastern tropical forest. Weeds like Ageratum conyzoides, Bidens pilosa and Drymaria cordata were prominently distributed in CMAF while Abarema clypearia, Inula cappa and Strobilanthes coloratus has been obstructed by mining. The result imparted that the plant diversity of Nagaland tropical forests are under threat due to coal mining which has reduced the vegetation diversity and induce the loss of dominant plant species. As such, regulation of mine waste, land reclamation projects, robust forest management and bioremediation can be scientifically integrated to reduce the mining repercussion effects. Moreover, the result emphasizes the need to impart the tribal knowledge of preserving natural forest to the upcoming generations and develop conservation strategies to prevent further degradation or loss of biodiversity in this part of the Indo-Burma hotspot region.		[Semy, Khikeya; Singh, Maibam Romeo] Nagaland Univ, Dept Bot, Lumami 798627, India; [Semy, Khikeya] Don Bosco Coll, Kohima 797001, Nagaland, India; [Semy, Khikeya] Nagaland Univ, Dept Bot, Lumami 798627, India; [Semy, Khikeya] Don Bosco Coll, Kohima 797001, Nagaland, India								1							Ecology	WOS:000995134200001		
J	Lutter, Reimo; Riit, Taavi; Agan, Ahto; Ra, Elisabeth; Tullus, Arvo; Sopp, Reeno; Ots, Katri; Kaivapalu, Marju; Ta, Kristjan; Tullus, Tea; Tedersoo, Leho; Drenkhan, Rein; Tullus, Hardi								Soil fungal diversity of birch plantations on former agricultural land resembles naturally regenerated birch stands on agricultural and forest land								FOREST ECOLOGY AND MANAGEMENT				542						121100	10.1016/j.foreco.2023.121100			AUG 15 2023	2023	Short-rotation forestry on former agricultural soils is a novel silvicultural system for producing woody biomass and mitigating climate change through CO2 uptake. However, tree plantations are often criticized for their low biodiversity and are sometimes referred to as "green deserts". We hypothesize that regarding biodiversity, the spontaneous natural regeneration of birch on former agricultural lands may be preferable to plantations. In this study, we compared soil fungal diversity and composition of fast-growing silver birch (Betula pendula Roth) plantations on former agricultural lands (n = 11) with naturally regenerated birch stands on former agricultural lands (n = 11) and native forest birch stands (n = 11) at the age of 21-28 years in hemiboreal Estonia. PacBio third-generation sequencing was carried out to analyse fungal species richness and composition in the soil samples. Sequencing of the fungal ITS region from 33 birch stand soil samples yielded 2830 fungal OTUs. We found that the total fungal species richness, per sample species richness, Shannon diversity index, and Pielou's evenness index did not differ significantly between the studied stand types. However, fungal community composition of both plantations and naturally regenerated stands on former agricultural lands differed significantly from the native forest stands, indicating that previous land use (agriculture vs. forest) had a stronger effect on fungal assemblages than the used regeneration method (planting vs. natural regeneration). The relative abundance of ectomycorrhizal and arbuscular mycorrhizal fungi was higher, and the relative abundance of saprotrophic fungi was lower in plantations than in native birch dominated forest stands. Soil chemical properties were found to be weak explanatory variables for describing soil fungal richness and composition. We identified historical surrounding forest cover, stand age, stand distance from a native forest, and soil Mg content as the factors significantly affecting soil fungal communities. These results indicate that fast-growing birch plantations established on former agricultural soils or naturally regenerated stands on such soils in the Northern Europe region harbour soil fungal diversity levels similar to those of same-aged native birch forests.		[Lutter, Reimo; Riit, Taavi; Agan, Ahto; Sopp, Reeno; Ots, Katri; Kaivapalu, Marju; Tullus, Tea; Drenkhan, Rein; Tullus, Hardi] Estonian Univ Life Sci, Inst Forestry & Engn, Chair Forest Ecol & Management, Kreutzwaldi 5, EE-51006 Tartu, Estonia; [Tullus, Arvo] Univ Tartu, Inst Ecol & Earth Sci, Fac Sci & Technol, Dept Bot, J Liivi 2, EE-50409 Tartu, Estonia; [Tedersoo, Leho] Univ Tartu, Mycol & Microbiol Ctr, J Liivi 2, EE-50409 Tartu, Estonia; [Lutter, Reimo] Estonian Univ Life Sci, Inst Forestry & Engn, Chair Forest Ecol & Management, Kreutzwaldi 5, EE-51006 Tartu, Estonia								1							Forestry	WOS:001013042800001		
J	Corre, Guillaume; Galy, Anne								Evaluation of diversity indices to estimate clonal dominance in gene therapy studies								MOLECULAR THERAPY-METHODS & CLINICAL DEVELOPMENT				29				418	425		10.1016/j.omtm.2023.05.003			JUN 8 2023	2023	In cell and gene therapy, achieving the stable engraftment of an abundant and highly polyclonal population of gene-corrected cells is one of the key factors to ensure the successful and safe treatment of patients. Because integrative vectors have been associated with possible risks of insertional mutagenesis lead-ing to clonal dominance, monitoring the relative abundance of individual vector insertion sites in patients' blood cells has become an important safety assessment, particularly in he-matopoietic stem cell-based therapies. Clinical studies often express clonal diversity using various metrics. One of the most commonly used is the Shannon index of entropy. Howev-er, this index aggregates two distinct aspects of diversity, the number of unique species and their relative abundance. This property hampers the comparison of samples with different richness. This prompted us to reanalyze published datasets and to model the properties of various indices as applied to the evaluation of clonal diversity in gene therapy. A normalized version of the Shannon index, such as Pielou's index, or Simp-son's probability index is robust and useful to compare sample evenness between patients and trials. Clinically meaningful standard values for clonal diversity are herein proposed to facilitate the use of vector insertion site analyses in genomic medicine practice.		[Corre, Guillaume; Galy, Anne] Genethon, F-91000 Evry, France; [Corre, Guillaume; Galy, Anne] Univ Evry, Univ Paris Saclay, Inserm, Genethon,Integrare Res Unit,UMR S951, F-91000 Evry, France; [Galy, Anne] Inserm, ART TG, US35, 30 Rue H Desbrueres, F-91100 Corbeil Essonnes, France; [Galy, Anne] Inserm, ART TG, US35, 30 Rue H Desbrueres, F-91100 Corbeil Essonnes, France								2							Medicine, Research & Experimental	WOS:001042249300001		
J	Li, Yuanfa; Ye, Shaoming; Luo, Yinghua; Yu, Sufang; Zhang, Gongqiao								Relationship between species diversity and tree size in natural forests around the Tropic of Cancer								JOURNAL OF FORESTRY RESEARCH				34	6			1735	1745		10.1007/s11676-023-01616-3			DEC 2023	2023	Although numerous hypotheses have been proposed to explain the patterns of species diversity of forests at local and landscape levels, it is still difficult to predict the alpha diversity of species, especially in tropical and subtropical natural forests where trees of different sizes and shapes are highly mixed. Size might characterize species diversity, and the possible correlation between these variables may contribute to the development of easy-to-use growth indicators to predict diversity and to understand the status of trees within a stand. In this study, diameter classes were divided using the equal diameter class (EDC) and minimum measured diameter (MMD) methods, and five species diversity indices were calculated for each diameter class of 14 permanent plots in five national nature reserves surrounding the Tropic of Cancer (23.5 degrees), southwest China. The results show that species richness, abundance, and spatial diversity indices decreased in a typical inverted J-shape pattern with increasing diameter class and MMD, and could be easily modeled by a negative exponential function. The Shannon-Wiener index showed a linear decrease while Pielou's evenness index displayed a linear increase, with a small degree of instability. The results suggest that species diversity in subtropical forests is closely related to tree size, and the relationship is possibly independent of habitat. Measuring DBH of some trees in a stand could be informative regarding species diversity and contribute to the investigation and assessment of biodiversity.		[Li, Yuanfa; Ye, Shaoming; Luo, Yinghua; Yu, Sufang; Zhang, Gongqiao] Guangxi Univ, Coll Forestry, Guangxi Key Lab Forest Ecol & Conservat, Nanning 530004, Peoples R China; [Li, Yuanfa; Luo, Yinghua] Laibin Jinxiu Dayaoshan Forest Ecosyst Observat &, 95 Gongde Rd, Laibin 545700, Guangxi, Peoples R China; [Zhang, Gongqiao] Chinese Acad Forestry, Natl Forestry & Grassland Adm, Res Inst Forestry, Key Lab Tree Breeding & Cultivat, Xiangshan Rd, Beijing 100091, Peoples R China; [Li, Yuanfa; Zhang, Gongqiao] Guangxi Univ, Coll Forestry, Guangxi Key Lab Forest Ecol & Conservat, Nanning 530004, Peoples R China; [Li, Yuanfa] Laibin Jinxiu Dayaoshan Forest Ecosyst Observat &, 95 Gongde Rd, Laibin 545700, Guangxi, Peoples R China; [Zhang, Gongqiao] Chinese Acad Forestry, Natl Forestry & Grassland Adm, Res Inst Forestry, Key Lab Tree Breeding & Cultivat, Xiangshan Rd, Beijing 100091, Peoples R China								0							Forestry	WOS:000986129500001		
J	Hou, Wenhao; Wei, Xiangtao; Bai, Weihao; Zheng, Yajuan; Tan, Qiyin; Liu, Zhaojun; Rong, Bowen; Ge, Changzi								Effects of Manila clam <i>Ruditapes philippinarum</i> culture on the macrobenthic community								FRONTIERS IN MARINE SCIENCE				10						1084386	10.3389/fmars.2023.1084386			APR 28 2023	2023	Macrobenthic bioturbation affects the environment, and variances in habitat, such as decreased dissolved oxygen concentration and increased ammonia concentration, affects the macrobenthic community. The relationship between macrobenthos and habitat factors may be a mutually causal relationship. The bottom-sowing culture for Manila clam Ruditapes philippinarum in many coastal countries plays an important role in coastal fisheries, and the relationship between Manila clam and other macrobenthos affects the ecological stability of the bottom-sowing culture zone. It is necessary to explore the relationship between them to manage the waters used for the bottom-sowing culture for Manila clam. In this study , from June to October 2021, the field investigation on macrobenthos including Manila clam and their habitat factors, such as particle size, nutrient content, redox potential, and organic matter content, in 21 experimental communities enclosed by bolting-silk net in Shuangdao Bay, Weihai, Shandong, China was conducted, during which macrobenthos functional groups were determined by feed sources and motor behavior. The results showed that Manila clam biomass was 7.215 +/- 0.984 g/m2 (calculated by dry soft tissue weight), and it was positively correlated with the biomass of macrobebthos functional groups B1, G1 and P1; water content in sediment; sulfide content in interstitial water; the Shanon-Wiener diversity index; Pielou's evenness index and the W statistic of the ABC (Abundance-Biomass Comparison) curve (p< 0.05). Moreover, it was negatively correlated with sediment particulate size and HCl-NO3 content in sediment (p< 0.05). The action of Manila clam to habitats was the dominant role of the interaction between clam and habitat. Thus, the bottom-sowing culture for Manila clam does not decrease the macrobenthic community stability, and the invasion of other macrobenthos into the bottom-sowing culture zones for Manila clam may be accidental or inevitable. The results of our study suggest that the management of the bottom-sowing culture for Manila clam should be conducted from ecosystem level; i.e., fishing and aquaculture in the same waters are regarded as two components of an ecosystem; manage them together, rather than treat them separately.		[Hou, Wenhao; Wei, Xiangtao; Bai, Weihao; Zheng, Yajuan; Tan, Qiyin; Liu, Zhaojun; Rong, Bowen; Ge, Changzi] Shandong Univ, Marine Coll, Weihai, Peoples R China; [Ge, Changzi] Shandong Univ, Marine Coll, Weihai, Peoples R China								1							Environmental Sciences; Marine & Freshwater Biology	WOS:000985242000001		
J	Wang, Xiaogu; Bai, Lifen; Wang, Chunsheng; Lu, Bo; Li, Yujie; Lin, Qinyi; Huang, Xinyu; Fontoura, Paulo								Preliminary studies of the tardigrada communities from a polymetallic nodule area of the deep South China Sea								FRONTIERS IN MARINE SCIENCE				10						1110841	10.3389/fmars.2023.1110841			APR 21 2023	2023	Knowledge about marine tardigrades from the South China Sea is very scarce, with only four species from shallow waters recorded to date. The present study investigated the structure and diversity of tardigrade communities from the deep sea (1517-1725 m) at 8 stations in a polymetallic nodule area of the northern South China Sea. A total of 151 arthrotardigrades were collected belonging to 11 genera (Angursa, Batillipes, Coronarctus, Euclavarctus, Exoclavarctus, Halechiniscus, Moebjergarctus, Raiarctus, Rhomboarctus, Tanarctus and Tholoarctus), representing 17 species. Two Angursa species (Angursa sp. 4 and Angursa sp. 3) were the most abundant (25.2% and 14.6%, respectively), followed by Moebjergarctus sp. (13.9%). Specimens were mostly (90.7%) distributed in the upper layer of the sandy-mud sediment (0-1 cm). The SIMPROF test showed that the composition of tardigrade communities at all stations was not significantly different. At different stations, the number of species, Shannon-Wiener diversity index and Pielou's evenness index ranged from 4 to 10, 1.94 to 2.87, and 0.75 to 1.00, respectively. The average taxonomic distinctness (Delta+) ranged from 72.50 to 90.00, and the variation in taxonomic distinctness (?+) ranged from 316.67 to 1181.25. This study provides some basic information about the biodiversity of the marine tardigrade community in the South China Sea.		[Wang, Xiaogu; Bai, Lifen; Wang, Chunsheng; Lu, Bo; Li, Yujie; Lin, Qinyi; Huang, Xinyu] Minist Nat Resources MNR, Inst Oceanog 2, Key Lab Marine Ecosyst Dynam, Hangzhou, Peoples R China; [Wang, Chunsheng] Southern Marine Sci & Engn Guangdong Lab, Zhuhai, Peoples R China; [Fontoura, Paulo] Univ Porto, Fac Sci, Dept Biol, Porto, Portugal; [Fontoura, Paulo] Univ Inst, Marine & Environm Sci Ctr, MARE, ISPA, Lisbon, Portugal; [Wang, Chunsheng] Minist Nat Resources MNR, Inst Oceanog 2, Key Lab Marine Ecosyst Dynam, Hangzhou, Peoples R China; [Wang, Chunsheng] Southern Marine Sci & Engn Guangdong Lab, Zhuhai, Peoples R China								0							Environmental Sciences; Marine & Freshwater Biology	WOS:000980387800001		
J	Thornbrugh, Darren; Infante, Dana; Tsang, Yinphan								Regional Trends of Biodiversity Indices in the Temperate Mesic United States: Testing for Influences of Anthropogenic Land Use on Stream Fish while Controlling for Natural Landscape Variables								WATER				15	8					1591	10.3390/w15081591			APR 2023	2023	The biodiversity of stream fishes is critically threatened globally, and a major factor leading to the loss of biodiversity is anthropogenic land use in stream catchments, which act as stressors to stream fishes. Declines in the biodiversity of stream fish are often identified by a loss of species or fewer individuals comprising assemblages, but biological degradation can also occur with increases in non-native species and/or the spread of fish tolerant to anthropogenic land use, suggesting the importance of accounting for the distinctness of assemblages along with richness and diversity to best characterize the response of stream fish assemblages to anthropogenic landscape stressors. We summarized stream fish assemblages from 10,522 locations through multiple biodiversity indices and then quantified index responsiveness to natural landscape variables and anthropogenic land use in stream network catchments across five freshwater ecoregions in the temperate mesic portion of the United States. Indices included species richness, Shannon's diversity, Pielou's evenness, beta diversity, taxonomic diversity, and taxonomic distinctness. First, we tested for correlations among indices across freshwater ecoregions and found that while species richness and Shannon's diversity were always highly correlated, taxonomic distinctiveness was not highly correlated with other biodiversity indices measured except taxonomic diversity. Then, we used multiple linear regression to predict biodiversity indices in each of the five freshwater ecoregions to identify significant landscape variables from natural landscape and anthropogenic land uses. Most indices were consistently predicted by catchment area, and many were predicted by elevation, except for beta diversity, emphasizing the importance of these natural landscape variables on biodiversity. In contrast, taxonomic distinctness was often predicted by the amount of urban land use in the catchment, but the direction of the relationship varied. The proportion of agriculture land use in the network catchment was a more consistent predictor of species richness, beta diversity, and Shannon's diversity. Our analyses show that taxonomic distinctness in freshwater fishes characterize a unique element of biodiversity in relationships with anthropogenic land uses in a streams network catchment. Taxonomic distinctness may also be an effective metric for the bioassessment of stream fishes along with richness and diversity indices to help preserve biodiversity in regard to current and future anthropogenic land uses.		[Thornbrugh, Darren] USDAs Forest Serv, Eastern Reg Off, Milwaukee, WI 53202 USA; [Infante, Dana] Michigan State Univ, Dept Fisheries & Wildlife, E Lansing, MI 48824 USA; [Tsang, Yinphan] Univ Hawaii, Nat Resources & Environm Management, Manoa, HI 96822 USA; [Thornbrugh, Darren] USDAs Forest Serv, Eastern Reg Off, Milwaukee, WI 53202 USA								1							Environmental Sciences; Water Resources	WOS:000978130500001		
J	Huang, Kuo-Chin; Lee, Jai-Wei; Hu, Yi-Fan; Ballantyne, Rolissa; Liu, Chun-Hung								Effects of<i> Aspergillus-meal</i> prebiotic diet on the growth performance, health status and gut microbiota of Asian seabass,<i> Lates</i><i> calcarifer</i>								FISH & SHELLFISH IMMUNOLOGY				136						108696	10.1016/j.fsi.2023.108696			MAY 2023	2023	In this study, the growth performance, health status and intestinal microbiota of juvenile Asian seabass, Lates calcarifer, were assessed after dietary administration of a prebiotic product obtained from fermented Aspergillus orizae, Fermacto (R). Asian seabass were fed three diets; control (without Aspergillus-meal prebiotic), 0.2% and 0.3% Aspergillus-meal prebiotic for 56 days. Fish were raised in freshwater with acceptable water quality. No significant differences were found in the growth performance and composition of dorsal fish muscle among all groups. Fish fed diets supplemented with 0.3% of Aspergillus-meal prebiotic had a significantly higher survival rate after being challenged with V. alginolyticus than fish fed with the control diet. Supplementation of the Aspergillus-meal prebiotic significantly improved immune responses by inducing higher respiratory burst, superoxide dismutase, phagocytic and lysozyme activity compared to the control group. In addition, prebiotic doses significantly induced an up-regulation of heat shock cognate 70 kDa protein (hsp70) in the liver compared to the control group. Signaling pathways were also affected with significantly higher gene expression of complement c-3 (c3), mechanistic target of rapamycin (mtor), and mammalian lethal with SEC13 protein 8 (mlst-8) in the liver of fish fed 0.3% Aspergillus prebiotic. The pro-inflammatory gene, tumor necrosis factor (tnf) and antiinflammatory gene, transforming growth factor beta-1 (tfg-beta 1) were significantly higher in the head kidney of fish offered prebiotic diets. Fish receiving Aspergillus-meal prebiotic revealed significantly higher expression of Mx gene 24 h post nervous necrosis virus injection compared to the control. Additionally, the alpha-diversity of gut microbiota, including genus, Pielou's evenness, Shannon diversity index, and Margalef's species richness were significantly higher in fish fed 0.3% Aspergillus-meal prebiotic than the control group. The principal component analysis eigenvector plots showed that a high abundance of beneficial bacteria, such as Entercoccus faecium, Lactococcus lactis, Macrococcus caseolyticus and Vagococcus fluvialis, along with potentially pathogenic bacteria, such as Staphylococcus sciuri and L. garvieae subsp. garvieae were present in fish treated with Aspergillus-meal prebiotic. Although dietary Aspergillus-meal prebiotic did not improve the growth performance of Asian seabass, 0.3% of Aspergillus-meal prebiotic is recommended to elevate the immunological status of fish.		[Huang, Kuo-Chin; Lee, Jai-Wei; Ballantyne, Rolissa] Natl Pingtung Univ Sci & Technol, Dept Trop Agr & Int Cooperat, Pingtung 91201, Taiwan; [Hu, Yi-Fan; Liu, Chun-Hung] Natl Pingtung Univ Sci & Technol, Dept Aquaculture, Pingtung 91201, Taiwan; [Liu, Chun-Hung] Natl Pingtung Univ Sci & Technol, Dept Aquaculture, Pingtung 912, Taiwan; [Liu, Chun-Hung] Natl Pingtung Univ Sci & Technol, Dept Aquaculture, Pingtung 912, Taiwan								2							Fisheries; Immunology; Marine & Freshwater Biology; Veterinary Sciences	WOS:000965596200001		
J	Wang, Pengcheng; Yu, Hai; Xiao, Henglin; Wan, Juan; Ma, Qiang; Tao, Gaoliang; Wang, Qin; Jiang, Weiwei; Ma, Li								Effects of habitat factors on the plant diversity on naturally-restored wind farm slopes								PEERJ				11						e14912	10.7717/peerj.14912			MAR 1 2023	2023	This study investigated naturally-restored plant communities on wind farm slopes and analyzed the effects of various habitat factors on the plant diversity. The findings provide a technical support for the ecological restoration of mountainous slopes.Twenty-one slopes on five wind farms were selected and the characteristics of the habitat, including slope position, slope aspect, slope gradient, altitude, years since restoration, and plant communities, were recorded. The species richness of the plant communities and the vegetation diversity indexes of these wind farms were measured and calculated, including the Shannon-Wiener diversity index (H'), Pielou's species evenness index (J), and Margalef's richness index (R). The key factors influencing plant diversity were identified using a stepwise regression analysis. A total of 36 families, 54 genera, and 57 species of plants were identified in this study with the Gramineae, Compositae, Rosaceae, Liliaceae, and Juglandaceae families the mostly predominant. Cynodon dactylon, Rubus lambertianus Ser., and Lindera glauca were the dominant species of herbs, shrubs, and trees, respectively. The highest number of species were found on lower slopes, slopes with semi-sunny aspects, slopes with gradients 30-50 degrees, elevation below 500 m, and on slopes with at least five years since restoration. The plant diversity H' and R tended to be higher on lower slopes than on upper slopes, and higher on slopes with semi-shady aspects than on slopes with semi-sunny aspects (P < 0.05). Vegetation diversity increased with the years since restoration. Slope position and slope aspect were identified as the primary influencing factors, and the H' and R indexes were major indicators of changes in plant diversity on mountainous slopes.		[Wang, Pengcheng; Yu, Hai; Xiao, Henglin; Wan, Juan; Ma, Qiang; Tao, Gaoliang; Wang, Qin; Jiang, Weiwei; Ma, Li] Hubei Univ Technol, Sch Civil Engn Architecture & Environm, Wuhan, Peoples R China; [Wang, Pengcheng; Yu, Hai; Xiao, Henglin; Wan, Juan; Ma, Qiang; Tao, Gaoliang; Wang, Qin; Jiang, Weiwei; Ma, Li] Innovat Demonstrat Base Ecol Environm Geotech & Ec, Wuhan, Peoples R China; [Xiao, Henglin; Wan, Juan] Hubei Univ Technol, Sch Civil Engn Architecture & Environm, Wuhan, Peoples R China; [Xiao, Henglin; Wan, Juan] Innovat Demonstrat Base Ecol Environm Geotech & Ec, Wuhan, Peoples R China								0							Multidisciplinary Sciences	WOS:000944024200001		
J	Hayeewachi, Lutfee; Rodcharoen, Eknarin; Wangkulangkul, Kringpaka								Bioengineering by the alien false mussel <i>Mytilopsis sallei</i> (Bivalvia: Dreissenidae) affects small-scale distribution pattern of benthic macroinvertebrates in an estuarine system								MARINE BIOLOGY RESEARCH				18	9-10			577	588		10.1080/17451000.2023.2169465			NOV 26 2022	2022	The false mussel Mytilopsis sallei (Recluz, 1849) invaded the Songkhla Lagoon System in southern Thailand more than two decades ago. The false mussel forms dense beds, creating three-dimensional habitat structures on soft substrata which harbour a myriad of organisms. We compare a community of benthic macroinvertebrates in a habitat modified by M. sallei with a community in an unmodified habitat. The study focused on a canal feeding into the southern end of the lagoon system and covered three seasons (north-east monsoon season, dry season and south-west monsoon season) in a 12-month period. A total of 26 taxa were present in the modified habitat and 22 in the unmodified habitat. In the modified habitat, abundances of other byssally attached bivalves, flatworms and some species of amphipods were more than an order of magnitude greater than abundances in the unmodified habitat. Differences in the community composition between habitats were observed but were dependent on sampling location and time. Although the modified habitat hosted greater numbers of species and individuals in most comparisons, the Shannon-Wiener index and Pielou's evenness index were lower for this habitat as it tended to be dominated by a few taxa. The results highlight the role of M. sallei as a habitat engineer that promotes species richness and abundance of some benthic macroinvertebrates. Nonetheless, temporal variation in environmental drivers, especially salinity, might also be important in determining biodiversity in the studied estuarine system.		[Hayeewachi, Lutfee; Wangkulangkul, Kringpaka] Prince Songkla Univ, Fac Sci, Div Biol Sci, Hat Yai, Songkhla, Thailand; [Rodcharoen, Eknarin] Prince Songkla Univ, Fac Nat Resources, Aquat Sci & Innovat Management Div, Hat Yai, Songkhla, Thailand; [Rodcharoen, Eknarin] Prince Songkla Univ, Fac Nat Resources, Discipline Excellence Sustainable Aquaculture, Hat Yai, Songkhla, Thailand; [Wangkulangkul, Kringpaka] Prince Songkla Univ, Fac Sci, Div Biol Sci, Hat Yai, Songkhla, Thailand								0							Ecology; Marine & Freshwater Biology	WOS:000934441000001		
J	Oyeku, Oyeshina G. G.; Anyaele, Okorie O. O.; Akindele, Emmanuel O. O.; Atobatele, Oluwatosin E. E.; Adeniyi, Akinkunle V. V.								Biological water quality of an impaired tropical river: the macrozoobenthos approach								BIOLOGIA				78	8			2131	2145		10.1007/s11756-023-01346-1			AUG 2023	2023	Human activities are major drivers of water quality degradation, especially in densely populated cities. The water quality of the Ona River in Nigeria was studied by collecting and analyzing water and macrozoobenthic samples from 12 sites along the flow of the river. The biological water quality of the river was determined using its faunal composition, biodiversity indices, functional feeding guilds, and autotrophy to heterotrophy index. With the exception of sulphate, all the water parameters analyzed had higher values during the dry season than in the wet season, and most of them showed significant differences in their seasonal variations (p < 0.05). Water parameters including electrical conductivity, dissolved oxygen, phosphate and nitrate were above the recommended limits for aquatic life. Margalef diversity, Shannon-Wiener diversity as well as Pielou's evenness indices, all indicated a polluted freshwater system. The occurrence and high abundance of stress-tolerant animals like Chironomus and Tubifex species further established that the Ona River was polluted. The Ona River's low taxa richness (20 taxa) indicates that it was moderately impacted, whereas the absence of the stress-sensitive Ephemeroptera-Plecoptaera-Trichoptera taxa indicates that it was severely impacted. Only two functional feeding guilds (scrapers and collector-gatherers) were present in the Ona River, and the autotrophy to heterotrophy index indicates that it was an autotrophic system, which is typical of impacted freshwater systems. To halt the river's further deterioration and enhance its biological water quality, necessary measures are recommended, such as appropriate waste management practices and restoration of the river's corridor for riparian forestation.		[Oyeku, Oyeshina G. G.; Atobatele, Oluwatosin E. E.] Bowen Univ, Pure & Appl Biol Programme, PMB 284, Iwo, Osun State, Nigeria; [Anyaele, Okorie O. O.] Univ Ibadan, Dept Zool, Entomol Unit, Ibadan, Oyo State, Nigeria; [Akindele, Emmanuel O. O.] Obafemi Awolowo Univ, Dept Zool, Ife, Nigeria; [Adeniyi, Akinkunle V. V.] Fed Univ Agr, Dept Pure & Appl Zool, PMB 2240, Abeokuta, Nigeria; [Oyeku, Oyeshina G. G.] Bowen Univ, Pure & Appl Biol Programme, PMB 284, Iwo, Osun State, Nigeria								0							Biology	WOS:000931778100001		
